accession,bits_score,start,end,description,species,tax_id
NW_018328928.1,142.6,407105,406837,"NW_018328928.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold118, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
FR853097.2,141.4,176946185,176946362,"Gorilla gorilla gorilla genomic chromosome, chr4, whole genome shotgun sequence",Gorilla gorilla gorilla (western lowland gorilla),9595
CM009266.2,141.3,163134082,163134259,"CM009266.2 Pongo abelii isolate Susie chromosome 4, whole genome shotgun sequence",Pongo abelii (Sumatran orangutan),9601
NW_006408532.1,140.4,3029615,3029358,"NW_006408532.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00014, whole genome shotgun sequence",Chrysochloris asiatica,185453
CM000318.3,140.3,168218323,168218500,"Pan troglodytes isolate Yerkes chimp pedigree #C0471 (Clint) chromosome 4, whole genome shotgun sequence.",Pan troglodytes (chimpanzee),9598
CM003387.1,140.3,168228800,168228977,"CM003387.1 Pan paniscus isolate Ulindi chromosome 4, whole genome shotgun sequence",Pan paniscus (pygmy chimpanzee),9597
CZRN02000210.1,140.3,6222692,6222970,"CZRN02000210.1 Marmota marmota marmota genome assembly, contig: chr2_part4, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
CM000812.5,140.1,265934902,265934638,"Sus scrofa isolate TJ Tabasco breed Duroc chromosome 1, whole genome shotgun sequence.",Sus scrofa (pig),9823
GL429940.1,139.9,979925,980194,"Myotis lucifugus unplaced genomic scaffold scaffold_173, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
QVIC01000045.1,139.6,2440572,2440293,"QVIC01000045.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_44, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
CM000666.2,139.2,164188235,164188416,"Homo sapiens chromosome 4, GRCh38 reference primary assembly.",Homo sapiens (human),9606
NW_004443974.1,139.2,9536257,9535991,"NW_004443974.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00038, whole genome shotgun sequence",Trichechus manatus latirostris,127582
GL010033.1,139.1,32913336,32913602,"Loxodonta africana unplaced genomic scaffold scaffold_6, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
KE164341.1,138,3286947,3287216,"KE164341.1 Myotis brandtii unplaced genomic scaffold scaffold68, whole genome shotgun sequence",Myotis brandtii,109478
JH393297.1,137,13352716,13352437,"JH393297.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00019, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
KL199312.1,134.9,2942694,2942429,"KL199312.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold290, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
KZ294010.1,134.8,1237189,1237468,"KZ294010.1 Spermophilus dauricus unplaced genomic scaffold scaffold737, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
NC_045790.1,134.8,106209330,106209064,"NC_045790.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 6, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
NTJE010087638.1,133.6,3262,2996,"NTJE010087638.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_96134, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
CM018161.1,133.2,10204745,10205010,"CM018161.1 Phocoena sinus isolate mPhoSin1 chromosome 6, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NW_020175018.1,133.2,10391206,10390941,"NW_020175018.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold78, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
CM018480.1,132.3,10601260,10601527,"CM018480.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 3, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
NW_017870116.1,131.9,420002,419737,"NW_017870116.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_789, whole genome shotgun sequence",Castor canadensis (American beaver),51338
NW_022098011.1,131.7,10216521,10216787,"NW_022098011.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold20, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
NC_041222.1,131,2074543,2074810,"NC_041222.1 Physeter catodon isolate SW-GA chromosome 9, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
NW_006803965.1,130,5608320,5608055,"NW_006803965.1 Erinaceus europaeus isolate Erinaceus europaeus_13Jul2011 unplaced genomic scaffold, EriEur2.0 scaffold00042, whole genome shotgun sequence",Erinaceus europaeus (western European hedgehog),9365
KN983729.1,129.4,23612473,23612296,"KN983729.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold5, whole genome shotgun sequence",Colobus angolensis palliatus,336983
CM009954.1,128.6,161184372,161184549,"CM009954.1 Theropithecus gelada isolate Dixy chromosome 5, whole genome shotgun sequence",Theropithecus gelada (gelada baboon),9565
CM018182.1,128.6,25277126,25276949,"CM018182.1 Papio anubis isolate 15944 chromosome 3, whole genome shotgun sequence",Papio anubis (Olive baboon),9555
KQ010939.1,128.6,20516135,20515958,"KQ010939.1 Cercocebus atys isolate FAK unplaced genomic scaffold Scaffold24, whole genome shotgun sequence",Cercocebus atys (sooty mangabey),9531
CM001947.1,128.3,110601395,110601572,"Chlorocebus sabaeus isolate 1994-021 chromosome 7, whole genome shotgun sequence.",Chlorocebus sabaeus,60711
RWIC01000192.1,128,669165,668899,"RWIC01000192.1 Monodon monoceros isolate MVW Scaffold191, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
CM019242.1,128,25430399,25430222,"CM019242.1 Piliocolobus tephrosceles isolate RC106 chromosome 3, whole genome shotgun sequence",Piliocolobus tephrosceles (Ugandan red Colobus),591936
NW_006799073.1,127.5,521645,521911,"NW_006799073.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold1600, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
PVHU021072368.1,127.1,2583764,2583498,"PVHU021072368.1 Moschus moschiferus isolate BS20 Scw3uUT_1114144;HRSCAF=1217665, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
CM014340.1,126.9,161628561,161628738,"CM014340.1 Macaca mulatta isolate AG07107 chromosome 5, whole genome shotgun sequence",Macaca mulatta (Rhesus monkey),9544
MCGX01003073.1,126.7,908252,908075,"MCGX01003073.1 Rhinopithecus bieti isolate Rb0 scaffold_5260, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
KQ005114.1,126.6,9239584,9239761,"KQ005114.1 Macaca nemestrina isolate M95218 unplaced genomic scaffold Scaffold146, whole genome shotgun sequence",Macaca nemestrina (pig-tailed macaque),9545
KN974749.1,125.7,4147328,4147505,"KN974749.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold259, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
