accession,bits_score,start,end,description,species,tax_id
KN974007.1,281.3,759660,759943,"KN974007.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold192, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
KN299588.1,280.8,1139852,1140135,"KN299588.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG046815, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
MCGX01009255.1,280.8,759333,759616,"MCGX01009255.1 Rhinopithecus bieti isolate Rb0 scaffold_25987, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
CM009957.1,279.8,63060319,63060602,"CM009957.1 Theropithecus gelada isolate Dixy chromosome 7b, whole genome shotgun sequence",Theropithecus gelada (gelada baboon),9565
KN984465.1,278.6,10151893,10152176,"KN984465.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold57, whole genome shotgun sequence",Colobus angolensis palliatus,336983
CM001005.3,274.1,73954790,73955066,"CM001005.3 Mus musculus chromosome 12, GRCm39 reference primary assembly C57BL/6J",Mus musculus (house mouse),10090
QGOO02000007.1,273.6,69313703,69313979,"QGOO02000007.1 Mus spicilegus strain ZRU musp714_scaffold_00007b, whole genome shotgun sequence",Mus spicilegus (steppe mouse),10103
CM019245.1,270,45687374,45687092,"Piliocolobus tephrosceles isolate RC106 chromosome 6, whole genome shotgun sequence",Piliocolobus tephrosceles (Ugandan red Colobus),591936
NW_022436999.1,264,11355754,11355472,"NW_022436999.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold59, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
KV389509.1,261.7,2943151,2943433,"KV389509.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold83, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
KZ202340.1,260.1,467433,467151,"KZ202340.1 Aotus nancymaae isolate 86115 unplaced genomic scaffold Scaffold3.94, whole genome shotgun sequence",Aotus nancymaae (Ma's night monkey),37293
CM026979.1,259.8,92624138,92624415,"CM026979.1 Rattus norvegicus strain BN/NHsdMcwi chromosome 6, whole genome shotgun sequence",Rattus norvegicus (Norway rat),10116
LR738612.1,257.9,41534154,41533873,"LR738612.1 Sciurus vulgaris genome assembly, chromosome: 2",Sciurus vulgaris (Eurasian red squirrel),55149
JAATJV010171900.1,257.3,1534486,1534205,"JAATJV010171900.1 Sciurus carolinensis isolate SUZIE scaffold1332, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
CM016632.2,255.1,61796443,61796729,"CM016632.2 Camelus dromedarius isolate Drom800 breed African chromosome 6, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
CM021924.1,254.5,92292662,92292946,"CM021924.1 Callithrix jacchus isolate mCalJac1 chromosome 10, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
NW_004450856.1,254.3,954442,954728,"NW_004450856.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold593, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
NW_011515408.1,253.6,7093815,7094100,"NW_011515408.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold81, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
NW_019154088.1,252.6,57603743,57604029,"NW_019154088.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold4, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
NC_045786.1,251.8,136318084,136318370,"NC_045786.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 2, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
NW_018334862.1,251.2,155002,155288,"NW_018334862.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold1817, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
CM008019.1,249.2,39304246,39303960,"CM008019.1 Cervus elaphus hippelaphus isolate Hungarian chromosome 12, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
CM021203.1,249.2,67241833,67242119,"CM021203.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 12, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
KQ024846.1,247.7,2881158,2881442,"KQ024846.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold5, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
NW_020339215.1,247.4,113030604,113030886,"NW_020339215.1 Puma concolor isolate SC36_Marlon unplaced genomic scaffold, PumCon1.0 scaffold_2168, whole genome shotgun sequence",Puma concolor (puma),9696
NW_017731355.1,247.2,995066,994784,"NW_017731355.1 Hipposideros armiger isolate ML-2016 unplaced genomic scaffold, ASM189008v1, whole genome shotgun sequence",Hipposideros armiger,186990
CM017334.2,247.2,108216401,108216683,"CM017334.2 Lynx canadensis isolate LIC74 chromosome B3, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
CM004571.1,246.9,29339464,29339178,"Capra hircus breed San Clemente chromosome 10, whole genome shotgun sequence",Capra hircus (goat),9925
CM008177.2,246.6,73836442,73836728,"Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome 10, whole genome shotgun sequence",Bos taurus (cattle),9913
CM011783.1,246.6,73436333,73436619,"CM011783.1 Bos indicus x Bos taurus breed Angus x Brahman F1 hybrid chromosome 10, whole genome shotgun sequence",Bos indicus x Bos taurus (hybrid cattle),30522
CM016700.1,246.6,63067335,63067621,"CM016700.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 11, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
FNWR01000001.1,246.3,15981864,15982150,"FNWR01000001.1 Neovison vison genome assembly, contig: scaffold1, whole genome shotgun sequence",Neovison vison,452646
NW_020312827.1,245.8,37686590,37686303,"NW_020312827.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold85, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
CM001383.3,244.5,110570558,110570838,"Felis catus isolate Cinnamon breed Abyssinian chromosome B3, whole genome shotgun sequence.",Felis catus (domestic cat),9685
NW_020834750.1,244.3,36904443,36904725,"NW_020834750.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold24, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
CM018466.1,243.4,105412117,105412399,"CM018466.1 Panthera leo isolate Brooke chromosome B4, whole genome shotgun sequence",Panthera leo (lion),9689
CM016979.1,243.2,37291044,37290763,"CM016979.1 Suricata suricatta isolate VVHF042 chromosome 9, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
NC_041224.1,243.1,143073754,143074040,"NC_041224.1 Physeter catodon isolate SW-GA chromosome 11, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
JH378115.1,242.8,19714767,19715048,"JH378115.1 Saimiri boliviensis boliviensis unplaced genomic scaffold scaffold00011, whole genome shotgun sequence",Saimiri boliviensis boliviensis (Bolivian squirrel monkey),39432
NW_022098036.1,242.7,10207826,10207540,"NW_022098036.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold45, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
NW_006384006.1,242.4,503456,503170,"NW_006384006.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold00966, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
NW_006799583.1,242,360938,361224,"NW_006799583.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold531, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
QVIC01000037.1,241.2,1334983,1335265,"QVIC01000037.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_36, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
CM014231.1,241.1,33434321,33434047,"CM014231.1 Rhinolophus ferrumequinum isolate MPI-CBG mRhiFer1 chromosome 6, whole genome shotgun sequence",Rhinolophus ferrumequinum (greater horseshoe bat),59479
NC_047035.1,240.9,39787270,39786984,"NC_047035.1 Tursiops truncatus isolate mTurTru1 chromosome 2, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
RWIC01000858.1,240.9,789760,789474,"RWIC01000858.1 Monodon monoceros isolate MVW Scaffold857, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
MPIZ01000255.1,240.5,49174,48891,"MPIZ01000255.1 Prolemur simus strain KIAN8.4 scaffold255, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
CYRY02008332.1,240.5,262703,262418,"CYRY02008332.1 Gulo gulo genome assembly, contig: scaffold175, whole genome shotgun sequence",Gulo gulo (wolverine),48420
CM018484.1,240.2,66331006,66331292,"CM018484.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 8, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
NC_058411.1,240,37808194,37807908,"NC_058411.1 Neomonachus schauinslandi chromosome 9, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
JH393305.1,239.8,5770991,5771277,"JH393305.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00027, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
NW_006408585.1,239.3,5108514,5108231,"NW_006408585.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00067, whole genome shotgun sequence",Chrysochloris asiatica,185453
LZNR01011724.1,238.9,115317,115031,"LZNR01011724.1 Ursus americanus isolate MABB319796 Contig11730, whole genome shotgun sequence",Ursus americanus (American black bear),9643
NW_024425008.1,238.7,36634933,36634647,"NW_024425008.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_25, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
CM018157.1,238.7,138386492,138386778,"CM018157.1 Phocoena sinus isolate mPhoSin1 chromosome 2, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NW_020171993.1,238.7,1498250,1497964,"NW_020171993.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold698, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
QWLN02003861.1,238.1,2453635,2453349,"QWLN02003861.1 Sousa chinensis isolate MY-2018 scaffold34.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
NW_025421290.1,237,15402034,15402324,"NW_025421290.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00000129_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
CABDUW010000296.1,235.7,464287,464006,"CABDUW010000296.1 Marmota monax genome assembly, contig: monax5_s00296, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CM022832.1,234.2,4438159,4438445,"CM022832.1 Ailuropoda melanoleuca isolate Jingjing chromosome 14, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
JAATJU010000300.1,233.5,653386,653665,"JAATJU010000300.1 Microtus ochrogaster isolate LTLLF scaffold12, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
PVHU020006628.1,232.7,2140838,2141125,"PVHU020006628.1 Moschus moschiferus isolate BS20 Scw3uUT_6546;HRSCAF=96965_3, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
NW_004808147.1,232.2,152,433,"NW_004808147.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold06544, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
CZRN02000059.1,231.6,1360899,1361181,"CZRN02000059.1 Marmota marmota marmota genome assembly, contig: chr12_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
LZPO01087931.1,231.2,38954,39241,"Neotoma lepida isolate 417 scaffold_9570, whole genome shotgun sequence.",Neotoma lepida (desert woodrat),56216
VOAJ01000650.1,231.1,7912700,7912982,"VOAJ01000650.1 Crocuta crocuta isolate KB4526 scaffold10, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
NW_011888796.1,231.1,6213955,6213672,"NW_011888796.1 Pteropus vampyrus isolate Shadow unplaced genomic scaffold, Pvam_2.0 Scaffold15, whole genome shotgun sequence",Pteropus vampyrus (large flying fox),132908
PVHT021183527.1,229.3,521418,521134,"PVHT021183527.1 Catagonus wagneri isolate BS18 Sc2sB16_1184899;HRSCAF=1231606_1, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
CM000812.5,228.7,190625301,190625585,"Sus scrofa isolate TJ Tabasco breed Duroc chromosome 1, whole genome shotgun sequence.",Sus scrofa (pig),9823
JACASE010000003.1,228,143817194,143817471,"JACASE010000003.1 Rousettus aegyptiacus isolate mRouAeg1 scaffold_m13_p_3, whole genome shotgun sequence",Rousettus aegyptiacus (Egyptian rousette),9407
NW_004443946.1,227.7,13749815,13750099,"NW_004443946.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00010, whole genome shotgun sequence",Trichechus manatus latirostris,127582
NW_017870056.1,225.7,178097,177810,"NW_017870056.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_729, whole genome shotgun sequence",Castor canadensis (American beaver),51338
CM027696.2,221.7,36529589,36529875,"CM027696.2 Equus asinus breed Dezhou chromosome 7, whole genome shotgun sequence",Equus asinus (ass),9793
CM009171.1,220.9,8809824,8810110,"CM009171.1 Equus caballus isolate Twilight breed thoroughbred chromosome 24, whole genome shotgun sequence",Equus caballus (horse),9796
CAJHUB010000768.1,219,36004810,36004519,"CAJHUB010000768.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro790, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
KV389966.1,218.4,982372,982093,"KV389966.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold540, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
NW_006804024.1,217.6,4827440,4827727,"NW_006804024.1 Erinaceus europaeus isolate Erinaceus europaeus_13Jul2011 unplaced genomic scaffold, EriEur2.0 scaffold00101, whole genome shotgun sequence",Erinaceus europaeus (western European hedgehog),9365
NW_006921824.1,217.2,2601028,2601306,"NW_006921824.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00237, whole genome shotgun sequence",Orycteropus afer afer,1230840
KB320655.1,210.7,3064385,3064120,"KB320655.1 Tupaia chinensis unplaced genomic scaffold Scaffold000232_1, whole genome shotgun sequence",Tupaia chinensis (Chinese tree shrew),246437
NC_040903.2,208.3,187068544,187068816,"NC_040903.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 1, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
JABWUV010000001.1,206.9,193645631,193645901,"JABWUV010000001.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_1, whole genome shotgun sequence",Myotis myotis,51298
NW_020356468.1,206,2233064,2232772,"NW_020356468.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold34, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
CM025107.1,205.3,36847226,36847518,"CM025107.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 8, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
CM025464.1,205.3,36701433,36701725,"CM025464.1 Canis lupus dingo isolate Sandy chromosome 8, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
JACASF010000001.1,202.7,216236577,216236844,"JACASF010000001.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_1, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
CM001588.2,198.4,70723548,70723828,"Ovis aries breed Texel chromosome 7, whole genome shotgun sequence.",Ovis aries (sheep),9940
KZ295371.1,197.9,483537,483268,"KZ295371.1 Spermophilus dauricus unplaced genomic scaffold scaffold1193, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
NW_022437011.1,197.4,460679,460962,"NW_022437011.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold71, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
KL203989.1,193.6,2686824,2686544,"KL203989.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold144, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
CM007663.1,192.8,40304218,40303933,"Microcebus murinus isolate mixed chromosome 3, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
GL429933.1,190.2,1381786,1381516,"Myotis lucifugus unplaced genomic scaffold scaffold_166, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
JAULJE010000009.1,189.2,70919696,70919969,"JAULJE010000009.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_9, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
NW_006501649.1,188.5,1391193,1391499,"NW_006501649.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold613, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
JAGFMF010011823.1,185.1,6264769,6264500,"JAGFMF010011823.1 Galemys pyrenaicus isolate IBE-C5619 2611503, whole genome shotgun sequence",Galemys pyrenaicus,202257
KE164377.1,183.6,771357,771087,"KE164377.1 Myotis brandtii unplaced genomic scaffold scaffold70, whole genome shotgun sequence",Myotis brandtii,109478
GL010036.1,169,37377851,37378124,"Loxodonta africana unplaced genomic scaffold scaffold_9, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
NTJE010734550.1,162.5,482,300,"NTJE010734550.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_882576, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
KB030790.1,152.7,1291854,1292073,"KB030790.1 Pteropus alecto unplaced genomic scaffold scaffold276, whole genome shotgun sequence",Pteropus alecto (black flying fox),9402
JACAGB010000001.1,142.6,21416038,21415745,"JACAGB010000001.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_1, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
NC_032659.1,134,75884437,75885031,"NC_032659.1 Bos indicus isolate QUIL7308 breed Nelore chromosome 10, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
