accession,bits_score,start,end,description,species,tax_id
CM003387.1,366.2,126149717,126150131,"CM003387.1 Pan paniscus isolate Ulindi chromosome 4, whole genome shotgun sequence",Pan paniscus (pygmy chimpanzee),9597
CM004578.1,350.4,36227245,36227739,"CM004578.1 Capra hircus breed San Clemente chromosome 17, whole genome shotgun sequence",Capra hircus (goat),9925
CM011790.1,349.5,34570396,34569911,"CM011790.1 Bos indicus x Bos taurus breed Angus x Brahman F1 hybrid chromosome 17, whole genome shotgun sequence",Bos indicus x Bos taurus (hybrid cattle),30522
CM008184.2,344.8,34861229,34860744,"CM008184.2 Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome 17, whole genome shotgun sequence",Bos taurus (cattle),9913
MCGX01012098.1,344.4,1320665,1321343,"MCGX01012098.1 Rhinopithecus bieti isolate Rb0 scaffold_33326, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
NC_047038.1,341.4,18713646,18713150,"NC_047038.1 Tursiops truncatus isolate mTurTru1 chromosome 5, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
NW_024423453.1,341.3,16303787,16304285,"NW_024423453.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_11, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
CM016705.1,332.7,38298658,38298176,"CM016705.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 16, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
NW_019154087.1,330.4,9134744,9134248,"NW_019154087.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold3, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
CM009149.1,329.2,105690833,105690350,"CM009149.1 Equus caballus isolate Twilight breed thoroughbred chromosome 2, whole genome shotgun sequence",Equus caballus (horse),9796
NW_025421456.1,328.3,3208043,3208539,"NW_025421456.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00000721_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
CM017332.2,326.5,101981691,101981195,"CM017332.2 Lynx canadensis isolate LIC74 chromosome B1, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
NW_020834726.1,326.5,102314315,102314811,"NW_020834726.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold0, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
NW_006798658.1,325.4,133598,134094,"NW_006798658.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold1276, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
CM027692.2,324,56929721,56929237,"CM027692.2 Equus asinus breed Dezhou chromosome 3, whole genome shotgun sequence",Equus asinus (ass),9793
CM018160.1,322.7,18916110,18915614,"CM018160.1 Phocoena sinus isolate mPhoSin1 chromosome 5, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NC_041220.1,322.2,126468454,126468948,"NC_041220.1 Physeter catodon isolate SW-GA chromosome 7, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
NW_020312855.1,322,9509198,9509684,"NW_020312855.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold113, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
CM001381.3,321.7,103712613,103712118,"Felis catus isolate Cinnamon breed Abyssinian chromosome B1, whole genome shotgun sequence.",Felis catus (domestic cat),9685
PVHT020000256.1,314.7,7823477,7823979,"PVHT020000256.1 Catagonus wagneri isolate BS18 Sc2sB16_220;HRSCAF=33664_3, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
KQ022881.1,314.6,2318006,2318484,"KQ022881.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold323, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
CM018464.1,312.9,99677981,99677484,"CM018464.1 Panthera leo isolate Brooke chromosome B2, whole genome shotgun sequence",Panthera leo (lion),9689
NW_004450408.1,311.6,240719,240233,"NW_004450408.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold145, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
NC_045789.1,310.4,121686228,121686729,"NC_045789.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 5, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
NW_022098069.1,304.3,68892321,68892807,"NW_022098069.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold78, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
JACDTQ010001259.1,290,2457967,2458452,"JACDTQ010001259.1 Diceros bicornis minor isolate SBR-YM ScS9zPn_1259, whole genome shotgun sequence",Diceros bicornis minor,77932
RWIC01000113.1,288.8,1209748,1210217,"RWIC01000113.1 Monodon monoceros isolate MVW Scaffold112, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
CM018490.1,284.3,35933324,35933800,"CM018490.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 20, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
LZNR01001827.1,284.1,189329,188826,"LZNR01001827.1 Ursus americanus isolate MABB319796 Contig1830, whole genome shotgun sequence",Ursus americanus (American black bear),9643
KN295356.1,278.8,382209,382633,"KN295356.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG013391, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
CM000819.5,272.6,101343917,101343431,"CM000819.5 Sus scrofa isolate TJ Tabasco breed Duroc chromosome 8, whole genome shotgun sequence",Sus scrofa (pig),9823
FR853097.2,267.2,134793295,134793812,"Gorilla gorilla gorilla genomic chromosome, chr4, whole genome shotgun sequence",Gorilla gorilla gorilla (western lowland gorilla),9595
CM016628.2,266.7,35045859,35045367,"CM016628.2 Camelus dromedarius isolate Drom800 breed African chromosome 2, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
NW_020339223.1,261.1,105786270,105785763,"NW_020339223.1 Puma concolor isolate SC36_Marlon unplaced genomic scaffold, PumCon1.0 scaffold_2176, whole genome shotgun sequence",Puma concolor (puma),9696
PVHU021072365.1,256.7,38100140,38100635,"PVHU021072365.1 Moschus moschiferus isolate BS20 Scw3uUT_1114142;HRSCAF=1217663_0, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
CM014243.1,253.6,5339247,5339734,"CM014243.1 Rhinolophus ferrumequinum isolate MPI-CBG mRhiFer1 chromosome 18, whole genome shotgun sequence",Rhinolophus ferrumequinum (greater horseshoe bat),59479
NC_058404.1,240.8,100700681,100699809,"NC_058404.1 Neomonachus schauinslandi chromosome 2, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
CM007674.1,240.3,73818127,73817655,"CM007674.1 Microcebus murinus isolate mixed chromosome 14, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
NW_018336922.1,236.6,74852,74416,"NW_018336922.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold3671, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
CM022823.1,234.9,128624987,128624488,"CM022823.1 Ailuropoda melanoleuca isolate Jingjing chromosome 5, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
NTJE010803330.1,228.4,350,1,"NTJE010803330.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_978648, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
KN981380.1,208.3,1534456,1534702,"KN981380.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold280, whole genome shotgun sequence",Colobus angolensis palliatus,336983
JAULJE010000005.1,205.7,69348321,69347840,"JAULJE010000005.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_5, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
CM001598.2,201.3,34536234,34535762,"Ovis aries breed Texel chromosome 17, whole genome shotgun sequence.",Ovis aries (sheep),9940
CM018163.1,187.6,30358340,30358811,"CM018163.1 Phocoena sinus isolate mPhoSin1 chromosome 8, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NW_006921749.1,185.9,2332080,2332496,"NW_006921749.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00162, whole genome shotgun sequence",Orycteropus afer afer,1230840
JABWUV010000006.1,183.1,39548008,39548481,"JABWUV010000006.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_6, whole genome shotgun sequence",Myotis myotis,51298
NW_004444110.1,176.9,1646729,1647255,"NW_004444110.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00174, whole genome shotgun sequence",Trichechus manatus latirostris,127582
NW_020173215.1,174.9,1966170,1966457,"NW_020173215.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold65, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
CM016971.1,174.8,95767418,95766864,"CM016971.1 Suricata suricatta isolate VVHF042 chromosome 1, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
CM008012.1,170.9,50394534,50394820,"CM008012.1 Cervus elaphus hippelaphus isolate Hungarian chromosome 5, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
NC_032666.1,170,36953578,36954063,"NC_032666.1 Bos indicus isolate QUIL7308 breed Nelore chromosome 17, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
CM021196.1,163.9,36134273,36134522,"CM021196.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 5, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
GL010041.1,161.8,34379555,34379846,"Loxodonta africana unplaced genomic scaffold scaffold_14, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
NW_006383976.1,157.5,116339,116053,"NW_006383976.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold00936, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
QWLN02000227.1,155.6,225,1,"QWLN02000227.1 Sousa chinensis isolate MY-2018 scaffold16681.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
NC_040910.2,134.2,3052724,3053170,"NC_040910.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 8, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
JACASF010000004.1,122.5,124311972,124311519,"JACASF010000004.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_4, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
CM025118.1,113.9,17578933,17578301,"CM025118.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 19, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
CM025475.1,107.8,17751099,17750462,"CM025475.1 Canis lupus dingo isolate Sandy chromosome 19, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
NW_020184876.1,94.5,317,1,"NW_020184876.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 C48716377, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
MPIZ01000396.1,81.7,875286,875127,"MPIZ01000396.1 Prolemur simus strain KIAN8.4 scaffold396, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
CYRY02004718.1,66.7,98,1,"CYRY02004718.1 Gulo gulo genome assembly, contig: scaffold14243, whole genome shotgun sequence",Gulo gulo (wolverine),48420
NW_006939426.1,64.9,1,104,"NW_006939426.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold17839, whole genome shotgun sequence",Orycteropus afer afer,1230840
QWLN02000859.1,59.4,3108870,3109159,"QWLN02000859.1 Sousa chinensis isolate MY-2018 scaffold24.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
NW_017869625.1,59.1,755716,756082,"NW_017869625.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_298, whole genome shotgun sequence",Castor canadensis (American beaver),51338
JACAGB010000008.1,58.8,35031141,35031558,"JACAGB010000008.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_8, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
CAJHUB010000661.1,57.6,2377177,2377312,"CAJHUB010000661.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro694, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
NTJE010681848.1,48.7,253,1,"NTJE010681848.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_811424, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
NW_011512512.1,42.8,2735542,2735645,"NW_011512512.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold296, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
LZNR01069930.1,42.6,1,52,"LZNR01069930.1 Ursus americanus isolate MABB319796 Contig71044, whole genome shotgun sequence",Ursus americanus (American black bear),9643
CM016657.2,42.3,13872506,13872406,"CM016657.2 Camelus dromedarius isolate Drom800 breed African chromosome 31, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
CAJHUB010000661.1,41.1,2377750,2377849,"CAJHUB010000661.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro694, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
NW_006386812.1,38.5,1,48,"NW_006386812.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold03772, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
SGJD01005432.1,37.2,34040,34143,"SGJD01005432.1 Balaenoptera physalus isolate FinWhale-01 scaffold7165, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
NC_047036.1,37,86227831,86227945,"NC_047036.1 Tursiops truncatus isolate mTurTru1 chromosome 3, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
QWLN02004901.1,37,1515637,1515751,"QWLN02004901.1 Sousa chinensis isolate MY-2018 scaffold252.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
CYRY02045920.1,36.7,1,53,"CYRY02045920.1 Gulo gulo genome assembly, contig: scaffold8650, whole genome shotgun sequence",Gulo gulo (wolverine),48420
JH174071.1,35.8,1260134,1260263,"JH174071.1 Heterocephalus glaber unplaced genomic scaffold scaffold69, whole genome shotgun sequence",Heterocephalus glaber (naked mole-rat),10181
