accession,bits_score,start,end,description,species,tax_id
KN980296.1,139.6,1363526,1363667,"KN980296.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold182, whole genome shotgun sequence",Colobus angolensis palliatus,336983
KV389645.1,139.5,3165261,3165402,"KV389645.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold219, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
CM021924.1,139.3,20443685,20443811,"CM021924.1 Callithrix jacchus isolate mCalJac1 chromosome 10, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
NW_020312926.1,139.2,43261750,43261603,"NW_020312926.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold186, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
NC_058404.1,137.8,147677879,147677731,"NC_058404.1 Neomonachus schauinslandi chromosome 2, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
NW_025412781.1,137.8,518,666,"NW_025412781.1 Neomonachus schauinslandi unplaced genomic scaffold, ASM220157v2 HiC_scaffold_4093, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
NW_004450316.1,136.8,685107,685254,"NW_004450316.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold53, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
SGJD01002819.1,134.7,113904,114049,"SGJD01002819.1 Balaenoptera physalus isolate FinWhale-01 scaffold3463, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
NW_006383182.1,134.5,1909933,1910081,"NW_006383182.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold00142, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
KN979074.1,133.1,3440170,3440298,"KN979074.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold72, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
NW_020174043.1,133.1,718779,718924,"NW_020174043.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold367, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
NC_045802.1,131.3,39005710,39005565,"NC_045802.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 18, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
CM009154.1,131,58555325,58555177,"CM009154.1 Equus caballus isolate Twilight breed thoroughbred chromosome 7, whole genome shotgun sequence",Equus caballus (horse),9796
NW_022098031.1,130.4,40967837,40967982,"NW_022098031.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold40, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
NW_020312829.1,129.3,1848301,1848449,"NW_020312829.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold87, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
NW_006787679.1,129.3,4882962,4882817,"NW_006787679.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold799, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
NW_004451210.1,128.7,195883,196031,"NW_004451210.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold947, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
NW_022098044.1,128.5,2686892,2687040,"NW_022098044.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold53, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
RWIC01001244.1,128.5,597139,596991,"RWIC01001244.1 Monodon monoceros isolate MVW Scaffold1245, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
NC_041226.1,127.7,39970853,39970708,"NC_041226.1 Physeter catodon isolate SW-GA chromosome 13, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
NC_047035.1,127.4,146563202,146563053,"NC_047035.1 Tursiops truncatus isolate mTurTru1 chromosome 2, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
QWLN02001146.1,127.4,2599325,2599474,"QWLN02001146.1 Sousa chinensis isolate MY-2018 scaffold61.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
CM018173.1,127,41264271,41264416,"CM018173.1 Phocoena sinus isolate mPhoSin1 chromosome 18, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
GL873797.1,127,516210,516069,"Otolemur garnettii unplaced genomic scaffold scaffold00278, whole genome shotgun sequence.",Otolemur garnettii (small-eared galago),30611
CM018157.1,126.5,30152212,30152360,"CM018157.1 Phocoena sinus isolate mPhoSin1 chromosome 2, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NW_020173040.1,126.5,2274396,2274544,"NW_020173040.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold155, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
CM027709.2,126,57534993,57534846,"CM027709.2 Equus asinus breed Dezhou chromosome 20, whole genome shotgun sequence",Equus asinus (ass),9793
RWIC01001282.1,125.8,388223,388078,"RWIC01001282.1 Monodon monoceros isolate MVW Scaffold1283, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
NC_058404.1,125.8,160390182,160390328,"NC_058404.1 Neomonachus schauinslandi chromosome 2, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
NC_047051.1,125.5,40106410,40106555,"NC_047051.1 Tursiops truncatus isolate mTurTru1 chromosome 18, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
QWLN02020571.1,125.5,626391,626246,"QWLN02020571.1 Sousa chinensis isolate MY-2018 scaffold355.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
CYRY02008832.1,125.1,175084,174937,"CYRY02008832.1 Gulo gulo genome assembly, contig: scaffold1795, whole genome shotgun sequence",Gulo gulo (wolverine),48420
CM001392.3,124.9,1299735,1299867,"Felis catus isolate Cinnamon breed Abyssinian chromosome E2, whole genome shotgun sequence.",Felis catus (domestic cat),9685
VOCV01000414.1,124.2,639781,639649,"VOCV01000414.1 Panthera leo isolate Brooke ScFovFW_414, whole genome shotgun sequence",Panthera leo (lion),9689
NW_025421273.1,123.7,45711932,45712079,"NW_025421273.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00000083_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
CM007670.1,123.6,12273299,12273427,"CM007670.1 Microcebus murinus isolate mixed chromosome 10, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
KZ293985.1,123.6,4269229,4269364,"KZ293985.1 Spermophilus dauricus unplaced genomic scaffold scaffold292, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
JAATJV010248821.1,123.6,164368,164503,"JAATJV010248821.1 Sciurus carolinensis isolate SUZIE scaffold19561, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
NW_006385132.1,123.6,279804,279658,"NW_006385132.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold02092, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
NW_004450488.1,123.3,88762,88614,"NW_004450488.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold225, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
CM007668.1,121.8,110503098,110502971,"CM007668.1 Microcebus murinus isolate mixed chromosome 8, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
NC_045789.1,121.5,118582433,118582301,"NC_045789.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 5, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
KE721902.1,121.4,65924,66056,"KE721902.1 Panthera tigris altaica isolate TaeGuk unplaced genomic scaffold scaffold280, whole genome shotgun sequence",Panthera tigris altaica (Amur tiger),74533
CM007693.1,120.7,141737353,141737480,"CM007693.1 Microcebus murinus isolate mixed chromosome X, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
LR738616.1,120.6,108812245,108812380,"LR738616.1 Sciurus vulgaris genome assembly, chromosome: 6",Sciurus vulgaris (Eurasian red squirrel),55149
QVIC01000239.1,120.1,1832610,1832475,"QVIC01000239.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_238, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
NW_020834772.1,119.9,12122490,12122358,"NW_020834772.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold62, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
CM014348.1,119.4,98314999,98315136,"CM014348.1 Macaca mulatta isolate AG07107 chromosome 13, whole genome shotgun sequence",Macaca mulatta (Rhesus monkey),9544
FR853094.2,118.8,97055050,97055169,"Gorilla gorilla gorilla genomic chromosome, chr2A, whole genome shotgun sequence",Gorilla gorilla gorilla (western lowland gorilla),9595
CM017343.1,118.7,60353641,60353509,"CM017343.1 Lynx canadensis isolate LIC74 chromosome E2, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
KQ012486.1,118.5,25856044,25856163,"KQ012486.1 Cercocebus atys isolate FAK unplaced genomic scaffold Scaffold54, whole genome shotgun sequence",Cercocebus atys (sooty mangabey),9531
JH393578.1,118.1,1043521,1043379,"JH393578.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00300, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CM001665.1,117.9,10056375,10056256,"Nomascus leucogenys chromosome 19, whole genome shotgun sequence.",Nomascus leucogenys (Northern white-cheeked gibbon),61853
KQ004940.1,117.3,7144020,7144157,"KQ004940.1 Macaca nemestrina isolate M95218 unplaced genomic scaffold Scaffold130, whole genome shotgun sequence",Macaca nemestrina (pig-tailed macaque),9545
CM000315.3,117.1,10585941,10585822,"Pan troglodytes isolate Yerkes chimp pedigree #C0471 (Clint) chromosome 2A, whole genome shotgun sequence.",Pan troglodytes (chimpanzee),9598
CM000664.2,117.1,10445264,10445145,"Homo sapiens chromosome 2, GRCh38 reference primary assembly.",Homo sapiens (human),9606
CM003384.1,117.1,10603000,10602881,"CM003384.1 Pan paniscus isolate Ulindi chromosome 2A, whole genome shotgun sequence",Pan paniscus (pygmy chimpanzee),9597
CAAGRJ010016371.1,116.9,393367,393499,"CAAGRJ010016371.1 Lynx pardinus genome assembly, contig: lp23s10562, whole genome shotgun sequence",Lynx pardinus (Spanish lynx),191816
NW_020338385.1,116.5,21646323,21646191,"NW_020338385.1 Puma concolor isolate SC36_Marlon unplaced genomic scaffold, PumCon1.0 scaffold_1418, whole genome shotgun sequence",Puma concolor (puma),9696
CZRN02000403.1,115.9,2020803,2020669,"CZRN02000403.1 Marmota marmota marmota genome assembly, contig: chr9_part6, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
KN984046.1,115.6,3167506,3167625,"KN984046.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold53, whole genome shotgun sequence",Colobus angolensis palliatus,336983
JH393308.1,115.6,742264,742129,"JH393308.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00030, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CM022822.1,115.5,137076396,137076538,"CM022822.1 Ailuropoda melanoleuca isolate Jingjing chromosome 4, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
CM009963.1,115.3,30903347,30903228,"CM009963.1 Theropithecus gelada isolate Dixy chromosome 13, whole genome shotgun sequence",Theropithecus gelada (gelada baboon),9565
CM018193.1,115.3,10279725,10279606,"CM018193.1 Papio anubis isolate 15944 chromosome 14, whole genome shotgun sequence",Papio anubis (Olive baboon),9555
KN298115.1,114.5,1253174,1253293,"KN298115.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG039735, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
MCGX01000985.1,114.5,2567645,2567526,"MCGX01000985.1 Rhinopithecus bieti isolate Rb0 scaffold_1530, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
CM009263.2,114.1,98774221,98774340,"CM009263.2 Pongo abelii isolate Susie chromosome 2A, whole genome shotgun sequence",Pongo abelii (Sumatran orangutan),9601
SGJD01005457.1,113.6,160970,161102,"SGJD01005457.1 Balaenoptera physalus isolate FinWhale-01 scaffold7193, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
NW_024426774.1,113.4,2223662,2223807,"NW_024426774.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_6, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
NC_041220.1,113.2,123234556,123234424,"NC_041220.1 Physeter catodon isolate SW-GA chromosome 7, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
JAATJV010201200.1,113.1,3275453,3275590,"JAATJV010201200.1 Sciurus carolinensis isolate SUZIE scaffold157, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
CABDUW010000110.1,112.6,1226618,1226484,"CABDUW010000110.1 Marmota monax genome assembly, contig: monax5_s00110, whole genome shotgun sequence",Marmota monax (woodchuck),9995
LZNR01003966.1,112.4,218938,219083,"LZNR01003966.1 Ursus americanus isolate MABB319796 Contig3969, whole genome shotgun sequence",Ursus americanus (American black bear),9643
CM001955.2,112.2,97177112,97177238,"Chlorocebus sabaeus isolate 1994-021 chromosome 14, whole genome shotgun sequence.",Chlorocebus sabaeus,60711
KZ296620.1,112.2,56359,56217,"KZ296620.1 Spermophilus dauricus unplaced genomic scaffold scaffold4089, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
NC_058410.1,112.2,100277837,100277705,"NC_058410.1 Neomonachus schauinslandi chromosome 8, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
VOAJ01001991.1,111.9,3183862,3183730,"VOAJ01001991.1 Crocuta crocuta isolate KB4526 scaffold142, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
JH393592.1,111.3,824326,824192,"JH393592.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00314, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
KV389427.1,111.1,2254952,2254833,"KV389427.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold1, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
NW_022436971.1,111.1,15120142,15120261,"NW_022436971.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold31, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
AXRT01030062.1,110.7,23178,23036,"AXRT01030062.1 Spermophilus dauricus scaffold2469_1, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CM007670.1,109.6,12261669,12261788,"CM007670.1 Microcebus murinus isolate mixed chromosome 10, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
NW_004451630.1,109.2,311326,311458,"NW_004451630.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold1367, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
CM021951.1,108.6,97753136,97753255,"CM021951.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome 13, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
CM001380.3,107.4,135433324,135433559,"Felis catus isolate Cinnamon breed Abyssinian chromosome A3, whole genome shotgun sequence.",Felis catus (domestic cat),9685
KQ021480.1,107.2,3347892,3348017,"KQ021480.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold197, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
JH378126.1,107.1,22873432,22873550,"JH378126.1 Saimiri boliviensis boliviensis unplaced genomic scaffold scaffold00022, whole genome shotgun sequence",Saimiri boliviensis boliviensis (Bolivian squirrel monkey),39432
NC_058412.1,106.8,7604281,7604135,"NC_058412.1 Neomonachus schauinslandi chromosome 10, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
NW_020356651.1,105.1,1445757,1445613,"NW_020356651.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold217, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
CM004562.1,105,110981226,110981079,"CM004562.1 Capra hircus breed San Clemente chromosome 1, whole genome shotgun sequence",Capra hircus (goat),9925
SGJD01003915.1,104.7,99788,99937,"SGJD01003915.1 Balaenoptera physalus isolate FinWhale-01 scaffold4953, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
KE722332.1,104.4,6290268,6290034,"KE722332.1 Panthera tigris altaica isolate TaeGuk unplaced genomic scaffold scaffold86, whole genome shotgun sequence",Panthera tigris altaica (Amur tiger),74533
CM018463.1,103.6,7677874,7677639,"CM018463.1 Panthera leo isolate Brooke chromosome B1, whole genome shotgun sequence",Panthera leo (lion),9689
CM009162.1,103,84356832,84357000,"CM009162.1 Equus caballus isolate Twilight breed thoroughbred chromosome 15, whole genome shotgun sequence",Equus caballus (horse),9796
NW_007257565.1,102.3,128493,128367,"NW_007257565.1 Carlito syrichta isolate Samal-C Ts95f unplaced genomic scaffold, Tarsius_syrichta-2.0.1 Scaffold313469, whole genome shotgun sequence",Carlito syrichta (Philippine tarsier),1868482
PVHU021072486.1,102.1,5927108,5927255,"PVHU021072486.1 Moschus moschiferus isolate BS20 Scw3uUT_1114214;HRSCAF=1217735_4, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
NW_006788722.1,102.1,628182,628331,"NW_006788722.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold163, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
NC_045797.1,101.4,83210490,83210659,"NC_045797.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 13, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
CAJHUB010000775.1,100.4,66953156,66953024,"CAJHUB010000775.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro797, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
NW_020356631.1,100.4,108837,108969,"NW_020356631.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold197, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
NTJE010967690.1,99.8,465,316,"NTJE010967690.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_1226355, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
NW_006778810.1,99.2,362981,362803,"NW_006778810.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold851, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
NC_041225.1,99.1,32767138,32766969,"NC_041225.1 Physeter catodon isolate SW-GA chromosome 12, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
NW_020312817.1,98.7,8188719,8188563,"NW_020312817.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold75, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
CM001599.2,98.7,48662835,48662678,"Ovis aries breed Texel chromosome 18, whole genome shotgun sequence.",Ovis aries (sheep),9940
JH393716.1,98.7,71125,71259,"JH393716.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00438, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
KZ208092.1,98.4,7351907,7352024,"KZ208092.1 Aotus nancymaae isolate 86115 unplaced genomic scaffold Scaffold88.48, whole genome shotgun sequence",Aotus nancymaae (Ma's night monkey),37293
CAJHUB010000650.1,98.2,15818534,15818390,"CAJHUB010000650.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro684, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
CM021200.1,98.1,5325785,5325638,"CM021200.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 9, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
NC_047050.1,98.1,29707667,29707518,"NC_047050.1 Tursiops truncatus isolate mTurTru1 chromosome 17, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
NC_045801.1,98,50546300,50546449,"NC_045801.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 17, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
CM022837.1,97.5,8533207,8533339,"CM022837.1 Ailuropoda melanoleuca isolate Jingjing chromosome 19, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
CM025112.1,97.2,39569032,39569176,"CM025112.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 13, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
