accession,bits_score,start,end,description,species,tax_id
QGOO02000006.1,247.4,71753460,71753662,"QGOO02000006.1 Mus spicilegus strain ZRU musp714_scaffold_00006b, whole genome shotgun sequence",Mus spicilegus (steppe mouse),10103
JACASF010000019.1,247,43024895,43024693,"JACASF010000019.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_19, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
JH378158.1,246.5,5098876,5099078,"JH378158.1 Saimiri boliviensis boliviensis unplaced genomic scaffold scaffold00054, whole genome shotgun sequence",Saimiri boliviensis boliviensis (Bolivian squirrel monkey),39432
KV389562.1,246.5,694964,695166,"KV389562.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold136, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
KZ199789.1,246.5,2864530,2864328,"KZ199789.1 Aotus nancymaae isolate 86115 unplaced genomic scaffold Scaffold173.25, whole genome shotgun sequence",Aotus nancymaae (Ma's night monkey),37293
NW_022437076.1,246.5,2834056,2833854,"NW_022437076.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold136, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
JACDTQ010003894.1,246.4,2983409,2983207,"JACDTQ010003894.1 Diceros bicornis minor isolate SBR-YM ScS9zPn_3896, whole genome shotgun sequence",Diceros bicornis minor,77932
NW_006501124.1,245.7,819647,819849,"NW_006501124.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold88, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
VOAJ01024660.1,245.7,1326025,1326227,"VOAJ01024660.1 Crocuta crocuta isolate KB4526 scaffold149, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
CM009158.1,245.6,46264551,46264349,"CM009158.1 Equus caballus isolate Twilight breed thoroughbred chromosome 11, whole genome shotgun sequence",Equus caballus (horse),9796
CM027702.2,245.6,18903647,18903849,"CM027702.2 Equus asinus breed Dezhou chromosome 13, whole genome shotgun sequence",Equus asinus (ass),9793
LZNR01000716.1,245.4,349529,349326,"LZNR01000716.1 Ursus americanus isolate MABB319796 Contig716, whole genome shotgun sequence",Ursus americanus (American black bear),9643
NW_024424897.1,245.4,44783515,44783312,"NW_024424897.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_24, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
NW_019154110.1,245.3,1095222,1095425,"NW_019154110.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold26, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
JH393348.1,245.2,8455782,8455580,"JH393348.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00070, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CM021954.1,245,2337852,2337651,"CM021954.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome 16, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
CM016642.2,243.7,36435162,36434958,"CM016642.2 Camelus dromedarius isolate Drom800 breed African chromosome 16, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
NW_021964190.1,243.7,7224600,7224396,"NW_021964190.1 Vicugna pacos isolate Carlotta (AHFN-0088) chromosome 16 unlocalized genomic scaffold, VicPac3.1 ScfyRBE_77368;HRSCAF=79261, whole genome shotgun sequence",Vicugna pacos (alpaca),30538
NW_004801614.1,243.6,2427954,2427752,"NW_004801614.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold00011, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
CM008012.1,243.1,125289759,125289557,"CM008012.1 Cervus elaphus hippelaphus isolate Hungarian chromosome 5, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
CM018495.1,243.1,22415394,22415192,"CM018495.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 17, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
CM021196.1,243.1,91134076,91133874,"CM021196.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 5, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
CYRY02047270.1,243.1,7263,7060,"CYRY02047270.1 Gulo gulo genome assembly, contig: scaffold9866, whole genome shotgun sequence",Gulo gulo (wolverine),48420
GL430029.1,242.8,380662,380864,"Myotis lucifugus unplaced genomic scaffold scaffold_262, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
JABWUV010000017.1,242.8,35375742,35375540,"JABWUV010000017.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_17, whole genome shotgun sequence",Myotis myotis,51298
LZPO01002297.1,242.8,1440198,1439996,"Neotoma lepida isolate 417 scaffold_49, whole genome shotgun sequence.",Neotoma lepida (desert woodrat),56216
CM016987.1,242.4,13272500,13272702,"CM016987.1 Suricata suricatta isolate VVHF042 chromosome 17, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
NW_017870348.1,242.2,123725,123927,"NW_017870348.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_1021, whole genome shotgun sequence",Castor canadensis (American beaver),51338
NW_004443976.1,242.2,17342923,17343125,"NW_004443976.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00040, whole genome shotgun sequence",Trichechus manatus latirostris,127582
CABDUW010000047.1,241.9,2593418,2593216,"CABDUW010000047.1 Marmota monax genome assembly, contig: monax5_s00047, whole genome shotgun sequence",Marmota monax (woodchuck),9995
NW_007247343.1,241,141880,142082,"NW_007247343.1 Carlito syrichta isolate Samal-C Ts95f unplaced genomic scaffold, Tarsius_syrichta-2.0.1 Scaffold303247, whole genome shotgun sequence",Carlito syrichta (Philippine tarsier),1868482
NW_012267247.1,240.8,7873790,7873588,"NW_012267247.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold31, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
PVHT020000004.1,240.7,633790,633992,"PVHT020000004.1 Catagonus wagneri isolate BS18 Sc2sB16_4;HRSCAF=662, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
CM014246.1,240.5,15729339,15729542,"CM014246.1 Rhinolophus ferrumequinum isolate MPI-CBG mRhiFer1 chromosome 21, whole genome shotgun sequence",Rhinolophus ferrumequinum (greater horseshoe bat),59479
MCGX01000313.1,240.3,2248788,2248586,"MCGX01000313.1 Rhinopithecus bieti isolate Rb0 scaffold_22, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
CM022831.1,240.2,1308233,1308436,"CM022831.1 Ailuropoda melanoleuca isolate Jingjing chromosome 13, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
KN299137.1,239.6,664447,664649,"KN299137.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG045490, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
NW_018336232.1,239.5,330722,330924,"NW_018336232.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold305, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
CM026983.1,239.2,59699790,59699991,"CM026983.1 Rattus norvegicus strain BN/NHsdMcwi chromosome 10, whole genome shotgun sequence",Rattus norvegicus (Norway rat),10116
NC_058417.1,239,14172492,14172692,"NC_058417.1 Neomonachus schauinslandi chromosome 15, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
NW_004450471.1,239,2030482,2030282,"NW_004450471.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold208, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
NW_006384289.1,239,391934,391734,"NW_006384289.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold01249, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
NW_020313039.1,239,1433169,1433369,"NW_020313039.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold318, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
QVIC01000064.1,239,372144,372347,"QVIC01000064.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_63, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
CM000823.5,238.4,48486563,48486361,"Sus scrofa isolate TJ Tabasco breed Duroc chromosome 12, whole genome shotgun sequence.",Sus scrofa (pig),9823
NC_045804.1,238.3,47123410,47123208,"NC_045804.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 20, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
CM004580.1,238.3,23162119,23161917,"CM004580.1 Capra hircus breed San Clemente chromosome 19, whole genome shotgun sequence",Capra hircus (goat),9925
GL873664.1,238.2,3499773,3499975,"Otolemur garnettii unplaced genomic scaffold scaffold00145, whole genome shotgun sequence.",Otolemur garnettii (small-eared galago),30611
JH721941.1,238.1,852678,852881,"JH721941.1 Chinchilla lanigera unplaced genomic scaffold scaffold00080, whole genome shotgun sequence",Chinchilla lanigera,34839
NW_017731491.1,238,2871579,2871377,"NW_017731491.1 Hipposideros armiger isolate ML-2016 unplaced genomic scaffold, ASM189008v1, whole genome shotgun sequence",Hipposideros armiger,186990
NW_006804046.1,237.8,165319,165522,"NW_006804046.1 Erinaceus europaeus isolate Erinaceus europaeus_13Jul2011 unplaced genomic scaffold, EriEur2.0 scaffold00123, whole genome shotgun sequence",Erinaceus europaeus (western European hedgehog),9365
NW_006780838.1,237.5,1251300,1251502,"NW_006780838.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold680, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
NW_025422106.1,237.2,24452736,24452533,"NW_025422106.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00003962_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
JAATJV010443100.1,237.2,2495967,2495767,"JAATJV010443100.1 Sciurus carolinensis isolate SUZIE scaffold887, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
LR738613.1,237.2,62985096,62985296,"LR738613.1 Sciurus vulgaris genome assembly, chromosome: 3",Sciurus vulgaris (Eurasian red squirrel),55149
GL010074.1,237,5525146,5524944,"Loxodonta africana unplaced genomic scaffold scaffold_47, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
FNWR01000324.1,236.6,2374699,2374496,"FNWR01000324.1 Neovison vison genome assembly, contig: scaffold324, whole genome shotgun sequence",Neovison vison,452646
JAGFMF010012045.1,236.6,491387,491588,"JAGFMF010012045.1 Galemys pyrenaicus isolate IBE-C5619 2611725, whole genome shotgun sequence",Galemys pyrenaicus,202257
CM011792.1,236.5,23317500,23317298,"CM011792.1 Bos indicus x Bos taurus breed Angus x Brahman F1 hybrid chromosome 19, whole genome shotgun sequence",Bos indicus x Bos taurus (hybrid cattle),30522
CM016708.1,236.5,45226661,45226863,"CM016708.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 19, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
JH880694.1,236.5,288503,288301,"JH880694.1 Bos grunniens mutus unplaced genomic scaffold scaffold445_1, whole genome shotgun sequence",Bos grunniens mutus,72004
NC_032668.1,236.5,23433110,23432908,"NC_032668.1 Bos indicus isolate QUIL7308 breed Nelore chromosome 19, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
NW_011495033.1,236.5,652843,653045,"NW_011495033.1 Bison bison bison isolate TAMUID 2011002044 unplaced genomic scaffold, Bison_UMD1.0 scf7180017864472, whole genome shotgun sequence",Bison bison bison (north american plains bison),43346
CM021919.1,236.2,61926559,61926761,"CM021919.1 Callithrix jacchus isolate mCalJac1 chromosome 5, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
JACASE010000006.1,235.6,77365053,77365255,"JACASE010000006.1 Rousettus aegyptiacus isolate mRouAeg1 scaffold_m13_p_6, whole genome shotgun sequence",Rousettus aegyptiacus (Egyptian rousette),9407
CM001592.2,235.2,22953822,22953619,"Ovis aries breed Texel chromosome 11, whole genome shotgun sequence.",Ovis aries (sheep),9940
QWLN02015187.1,235,7191460,7191662,"QWLN02015187.1 Sousa chinensis isolate MY-2018 scaffold20.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
CM025108.1,234.9,47315562,47315359,"CM025108.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 9, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
CM025465.1,234.9,47682395,47682192,"CM025465.1 Canis lupus dingo isolate Sandy chromosome 9, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
NW_020356556.1,234.9,5709742,5709539,"NW_020356556.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold122, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
CM001665.1,234.6,79077492,79077687,"Nomascus leucogenys chromosome 19, whole genome shotgun sequence.",Nomascus leucogenys (Northern white-cheeked gibbon),61853
CM008186.2,234.2,23367090,23366888,"CM008186.2 Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome 19, whole genome shotgun sequence",Bos taurus (cattle),9913
NC_047053.1,234,12398375,12398577,"NC_047053.1 Tursiops truncatus isolate mTurTru1 chromosome 20, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
NW_011888831.1,233.6,3869077,3869279,"NW_011888831.1 Pteropus vampyrus isolate Shadow unplaced genomic scaffold, Pvam_2.0 Scaffold50, whole genome shotgun sequence",Pteropus vampyrus (large flying fox),132908
PVHU021072312.1,232.7,16557202,16557001,"PVHU021072312.1 Moschus moschiferus isolate BS20 Scw3uUT_1114104;HRSCAF=1217625_2, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
JAATJU010022200.1,232.5,10023349,10023147,"JAATJU010022200.1 Microtus ochrogaster isolate LTLLF scaffold3, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
CAJHUB010000649.1,232.2,28430124,28429921,"CAJHUB010000649.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro683, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
DS562887.1,231.8,20101661,20101864,"Cavia porcellus supercont2_32 genomic scaffold, whole genome shotgun sequence.",Cavia porcellus (Domestic guinea pig),10141
KL199813.1,231.3,3961324,3961122,"KL199813.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold212, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
JAULJE010000020.1,231.1,35909744,35909542,"JAULJE010000020.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_20, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
NW_004524648.1,231,927916,928119,"NW_004524648.1 Octodon degus isolate 3935 unplaced genomic scaffold, OctDeg1.0 scaffold00072, whole genome shotgun sequence",Octodon degus (degu),10160
NTJE010282880.1,229.9,6579,6781,"NTJE010282880.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_316291, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
JACAGB010000039.1,229.8,759788,759990,"JACAGB010000039.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_39, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
JH725542.1,229.6,3926426,3926629,"JH725542.1 Jaculus jaculus unplaced genomic scaffold scaffold00106, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
KB031150.1,228.2,22824325,22824123,"KB031150.1 Pteropus alecto unplaced genomic scaffold scaffold98, whole genome shotgun sequence",Pteropus alecto (black flying fox),9402
CM018175.1,227.1,12511824,12512026,"CM018175.1 Phocoena sinus isolate mPhoSin1 chromosome 20, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NW_020172446.1,227.1,7020324,7020122,"NW_020172446.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold129, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
NW_022098035.1,227.1,7255160,7254958,"NW_022098035.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold44, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
RWIC01000220.1,227.1,434670,434468,"RWIC01000220.1 Monodon monoceros isolate MVW Scaffold219, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
NW_006921629.1,221.8,11206500,11206298,"NW_006921629.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00042, whole genome shotgun sequence",Orycteropus afer afer,1230840
NC_040910.2,220.1,75999476,75999679,"NC_040910.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 8, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
CM000808.1,216.8,15774710,15774912,"Oryctolagus cuniculus chromosome 19, whole genome shotgun sequence.",Oryctolagus cuniculus (rabbit),9986
NW_006408572.1,213,3067942,3067741,"NW_006408572.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00054, whole genome shotgun sequence",Chrysochloris asiatica,185453
NW_021147007.1,203.9,21749,21942,"NW_021147007.1 Physeter catodon isolate SW-GA unplaced genomic scaffold, ASM283717v5 random_1650, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
KB365706.1,196.4,2467411,2467212,"KB365706.1 Tupaia chinensis unplaced genomic scaffold Scaffold144899_1, whole genome shotgun sequence",Tupaia chinensis (Chinese tree shrew),246437
MPIZ01000944.1,181.7,701014,701215,"MPIZ01000944.1 Prolemur simus strain KIAN8.4 scaffold944, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
KN979497.1,176.6,2424495,2424293,"KN979497.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold110, whole genome shotgun sequence",Colobus angolensis palliatus,336983
KB110620.1,154.5,3927044,3926842,"KB110620.1 Myotis davidii unplaced genomic scaffold scaffold363, whole genome shotgun sequence",Myotis davidii,225400
KZ294014.1,137.1,363163,363363,"KZ294014.1 Spermophilus dauricus unplaced genomic scaffold scaffold825, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
KN123351.1,135.5,842275,842535,"KN123351.1 Fukomys damarensis unplaced genomic scaffold scaffold439, whole genome shotgun sequence",Fukomys damarensis (Damara mole-rat),885580
NW_004444147.1,110.4,3550671,3550858,"NW_004444147.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00211, whole genome shotgun sequence",Trichechus manatus latirostris,127582
