fields,id,source
"{'id': ['KX883663.1_6128_6306'], 'description': ['Shahe picorna-like virus 11 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883663.1'], 'rfamseq_acc_description': ['Shahe picorna-like virus 11 strain SHWC13613 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Shahe picorna-like virus 11'], 'num_seed': [], 'seq_start': ['6128'], 'seq_end': ['6306'], 'ENA': ['KX883663'], 'RFAM': ['RF00458']}",KX883663.1_6128_6306,rfam
"{'id': ['KX883934.1_6306_6467'], 'description': ['Hubei picorna-like virus 14 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883934.1'], 'rfamseq_acc_description': ['Hubei picorna-like virus 14 strain QTM26191 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Hubei picorna-like virus 14'], 'num_seed': [], 'seq_start': ['6306'], 'seq_end': ['6467'], 'ENA': ['KX883934'], 'RFAM': ['RF00458']}",KX883934.1_6306_6467,rfam
"{'id': ['KX883972.1_5630_5823'], 'description': ['Hubei picorna-like virus 16 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883972.1'], 'rfamseq_acc_description': ['Hubei picorna-like virus 16 strain SCM51353 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Hubei picorna-like virus 16'], 'num_seed': [], 'seq_start': ['5630'], 'seq_end': ['5823'], 'ENA': ['KX883972'], 'RFAM': ['RF00458']}",KX883972.1_5630_5823,rfam
"{'id': ['KX883381.1_6466_6659'], 'description': ['Beihai picorna-like virus 75 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883381.1'], 'rfamseq_acc_description': ['Beihai picorna-like virus 75 strain BHJP52955 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Beihai picorna-like virus 75'], 'num_seed': [], 'seq_start': ['6466'], 'seq_end': ['6659'], 'ENA': ['KX883381'], 'RFAM': ['RF00458']}",KX883381.1_6466_6659,rfam
"{'id': ['KX884478.1_5388_5567'], 'description': ['Beihai picorna-like virus 80 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX884478.1'], 'rfamseq_acc_description': ['Beihai picorna-like virus 80 strain BHZC36213 hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Beihai picorna-like virus 80'], 'num_seed': [], 'seq_start': ['5388'], 'seq_end': ['5567'], 'ENA': ['KX884478'], 'RFAM': ['RF00458']}",KX884478.1_5388_5567,rfam
"{'id': ['KX883372.1_6126_6317'], 'description': ['Beihai picorna-like virus 91 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883372.1'], 'rfamseq_acc_description': ['Beihai picorna-like virus 91 strain BHJJX25930 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Beihai picorna-like virus 91'], 'num_seed': [], 'seq_start': ['6126'], 'seq_end': ['6317'], 'ENA': ['KX883372'], 'RFAM': ['RF00458']}",KX883372.1_6126_6317,rfam
"{'id': ['KX884554.1_5201_5348'], 'description': ['Changjiang picorna-like virus 11 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX884554.1'], 'rfamseq_acc_description': ['Changjiang picorna-like virus 11 strain CJLX30672 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Changjiang picorna-like virus 11'], 'num_seed': [], 'seq_start': ['5201'], 'seq_end': ['5348'], 'ENA': ['KX884554'], 'RFAM': ['RF00458']}",KX884554.1_5201_5348,rfam
"{'id': ['KX883736.1_5584_5793'], 'description': ['Hubei picorna-like virus 24 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883736.1'], 'rfamseq_acc_description': ['Hubei picorna-like virus 24 strain WGML142000 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Hubei picorna-like virus 24'], 'num_seed': [], 'seq_start': ['5584'], 'seq_end': ['5793'], 'ENA': ['KX883736'], 'RFAM': ['RF00458']}",KX883736.1_5584_5793,rfam
"{'id': ['KX883290.1_6822_7013'], 'description': ['Hubei picorna-like virus 15 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883290.1'], 'rfamseq_acc_description': ['Hubei picorna-like virus 15 strain arthropodmix13755 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Hubei picorna-like virus 15'], 'num_seed': [], 'seq_start': ['6822'], 'seq_end': ['7013'], 'ENA': ['KX883290'], 'RFAM': ['RF00458']}",KX883290.1_6822_7013,rfam
"{'id': ['KX883338.1_5405_5590'], 'description': ['Beihai picorna-like virus 79 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883338.1'], 'rfamseq_acc_description': ['Beihai picorna-like virus 79 strain BHBJDX18844 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Beihai picorna-like virus 79'], 'num_seed': [], 'seq_start': ['5405'], 'seq_end': ['5590'], 'ENA': ['KX883338'], 'RFAM': ['RF00458']}",KX883338.1_5405_5590,rfam
"{'id': ['KX883654.1_5717_5927'], 'description': ['Shahe picorna-like virus 8 IRES_Cripavirus'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['KX883654.1'], 'rfamseq_acc_description': ['Shahe picorna-like virus 8 strain SHWC12398 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.'], 'scientific_name': ['Shahe picorna-like virus 8'], 'num_seed': [], 'seq_start': ['5717'], 'seq_end': ['5927'], 'ENA': ['KX883654'], 'RFAM': ['RF00458']}",KX883654.1_5717_5927,rfam
"{'id': ['RF00228'], 'description': ['Hepatitis A virus internal ribosome entry site (IRES)'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Family'], 'rfamseq_acc': [], 'rfamseq_acc_description': [], 'scientific_name': [], 'num_seed': ['23'], 'seq_start': [], 'seq_end': [], 'ENA': [], 'RFAM': []}",RF00228,rfam
"{'id': ['RF02658'], 'description': [""Rhopalosiphum padi virus 5'UTR internal ribosome entry site""], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Family'], 'rfamseq_acc': [], 'rfamseq_acc_description': [], 'scientific_name': [], 'num_seed': ['2'], 'seq_start': [], 'seq_end': [], 'ENA': [], 'RFAM': []}",RF02658,rfam
"{'id': ['M14707.1_166_737'], 'description': ['Hepatovirus A UNKNOWN-M14707 IRES_HepA'], 'rna_type': ['Cis-reg', 'IRES'], 'entry_type': ['Sequence'], 'rfamseq_acc': ['M14707.1'], 'rfamseq_acc_description': ['Hepatitis A virus (wild-type) RNA, complete genome.'], 'scientific_name': ['Hepatovirus A UNKNOWN-M14707'], 'num_seed': [], 'seq_start': ['166'], 'seq_end': ['737'], 'ENA': ['M14707'], 'RFAM': ['RF00228']}",M14707.1_166_737,rfam
