accession,bits_score,start,end,description,species,tax_id
NW_022436964.1,290,897770,897420,"NW_022436964.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold24, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
KV389820.1,286.3,677511,677162,"KV389820.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold394, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
CM021915.1,267.4,95176562,95176218,"CM021915.1 Callithrix jacchus isolate mCalJac1 chromosome 1, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
KQ018177.1,258.8,5071596,5071935,"KQ018177.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold147, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
JH393490.1,258.7,267615,267966,"JH393490.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00212, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
GL873525.1,252.6,42388310,42388649,"Otolemur garnettii unplaced genomic scaffold scaffold00006, whole genome shotgun sequence.",Otolemur garnettii (small-eared galago),30611
KB367428.1,251.8,795398,795748,"KB367428.1 Tupaia chinensis unplaced genomic scaffold Scaffold146625_1, whole genome shotgun sequence",Tupaia chinensis (Chinese tree shrew),246437
CABD030157956.1,251.3,1,244,"CABD030157956.1 Gorilla gorilla gorilla, WGS project CABD03000000 data, contig: gorGor4_chrUN_random_27617, whole genome shotgun sequence",Gorilla gorilla gorilla (western lowland gorilla),9595
QVIC01000466.1,249.5,1024121,1023770,"QVIC01000466.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_465, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JACDTQ010003801.1,243.8,5575765,5575434,"JACDTQ010003801.1 Diceros bicornis minor isolate SBR-YM ScS9zPn_3803, whole genome shotgun sequence",Diceros bicornis minor,77932
CABDUW010000114.1,243.6,2129714,2130065,"CABDUW010000114.1 Marmota monax genome assembly, contig: monax5_s00114, whole genome shotgun sequence",Marmota monax (woodchuck),9995
KZ294998.1,240.9,233325,233698,"KZ294998.1 Spermophilus dauricus unplaced genomic scaffold scaffold665, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CM018473.1,238,65848879,65848547,"CM018473.1 Panthera leo isolate Brooke chromosome E1, whole genome shotgun sequence",Panthera leo (lion),9689
CM001390.3,236.9,25708679,25709011,"Felis catus isolate Cinnamon breed Abyssinian chromosome D4, whole genome shotgun sequence.",Felis catus (domestic cat),9685
CM027712.2,235.2,41216534,41216865,"CM027712.2 Equus asinus breed Dezhou chromosome 23, whole genome shotgun sequence",Equus asinus (ass),9793
GL010033.1,234.2,7290427,7290091,"Loxodonta africana unplaced genomic scaffold scaffold_6, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
CM009170.1,232.3,5636473,5636142,"CM009170.1 Equus caballus isolate Twilight breed thoroughbred chromosome 23, whole genome shotgun sequence",Equus caballus (horse),9796
NW_020834804.1,230,3738166,3738498,"NW_020834804.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold94, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
JAATJV010378745.1,227.5,514992,515336,"JAATJV010378745.1 Sciurus carolinensis isolate SUZIE scaffold3642, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
JWIN03000051.1,223.1,3065216,3065548,"JWIN03000051.1 Camelus dromedarius breed African isolate Drom800 Contig45, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
CM004569.1,222.8,77714698,77715030,"CM004569.1 Capra hircus breed San Clemente chromosome 8, whole genome shotgun sequence",Capra hircus (goat),9925
LR738626.1,222.2,3514049,3513699,"LR738626.1 Sciurus vulgaris genome assembly, chromosome: 15",Sciurus vulgaris (Eurasian red squirrel),55149
CZRN02000087.1,222.1,1430930,1431305,"CZRN02000087.1 Marmota marmota marmota genome assembly, contig: chr13_part6, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
CM016696.1,221.3,13781888,13782220,"CM016696.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 7, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
JH881170.1,221.3,3729010,3729342,"JH881170.1 Bos grunniens mutus unplaced genomic scaffold scaffold686_1, whole genome shotgun sequence",Bos grunniens mutus,72004
CM008175.2,221.2,77953449,77953781,"CM008175.2 Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome 8, whole genome shotgun sequence",Bos taurus (cattle),9913
CM011781.1,221.2,77540440,77540772,"CM011781.1 Bos indicus x Bos taurus breed Angus x Brahman F1 hybrid chromosome 8, whole genome shotgun sequence",Bos indicus x Bos taurus (hybrid cattle),30522
CM014237.1,220.8,47794326,47794659,"CM014237.1 Rhinolophus ferrumequinum isolate MPI-CBG mRhiFer1 chromosome 12, whole genome shotgun sequence",Rhinolophus ferrumequinum (greater horseshoe bat),59479
CM016983.1,218.9,66335729,66335397,"CM016983.1 Suricata suricatta isolate VVHF042 chromosome 13, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
MPIZ01000711.1,218.6,1500729,1500386,"MPIZ01000711.1 Prolemur simus strain KIAN8.4 scaffold711, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
NC_041222.1,218.1,76525158,76525490,"NC_041222.1 Physeter catodon isolate SW-GA chromosome 9, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
NC_045790.1,217.2,32977688,32977356,"NC_045790.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 6, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
NC_032657.1,215.9,82098387,82098719,"NC_032657.1 Bos indicus isolate QUIL7308 breed Nelore chromosome 8, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
CM007670.1,214.4,13776235,13775894,"CM007670.1 Microcebus murinus isolate mixed chromosome 10, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
LZNR01005227.1,210.6,387462,387130,"LZNR01005227.1 Ursus americanus isolate MABB319796 Contig5231, whole genome shotgun sequence",Ursus americanus (American black bear),9643
CM008023.1,210.2,42687351,42687019,"CM008023.1 Cervus elaphus hippelaphus isolate Hungarian chromosome 16, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
NW_006384086.1,210.1,424582,424249,"NW_006384086.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold01046, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
CAJHUB010000775.1,209.7,41109167,41108835,"CAJHUB010000775.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro797, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
VOAJ01024659.1,209.4,2513748,2514080,"VOAJ01024659.1 Crocuta crocuta isolate KB4526 scaffold99, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
CM022835.1,207.7,37126245,37126577,"CM022835.1 Ailuropoda melanoleuca isolate Jingjing chromosome 17, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
GL430062.1,207.4,727277,726945,"Myotis lucifugus unplaced genomic scaffold scaffold_295, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
NW_020313040.1,206.5,2133055,2133398,"NW_020313040.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold319, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
KB030846.1,206.4,4181055,4180727,"KB030846.1 Pteropus alecto unplaced genomic scaffold scaffold206, whole genome shotgun sequence",Pteropus alecto (black flying fox),9402
KE162617.1,206,1816178,1815846,"KE162617.1 Myotis brandtii unplaced genomic scaffold scaffold266, whole genome shotgun sequence",Myotis brandtii,109478
NW_024426008.1,205.9,5229684,5229347,"NW_024426008.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_34, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
FNWR01000126.1,205.8,4528531,4528199,"FNWR01000126.1 Neovison vison genome assembly, contig: scaffold126, whole genome shotgun sequence",Neovison vison,452646
NW_017883855.1,205.6,292134,292482,"NW_017883855.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_14529, whole genome shotgun sequence",Castor canadensis (American beaver),51338
JAULJE010000015.1,205.3,33072732,33072401,"JAULJE010000015.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_15, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
CM018161.1,204.6,83682816,83683148,"CM018161.1 Phocoena sinus isolate mPhoSin1 chromosome 6, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NW_020174042.1,204.6,4490293,4490625,"NW_020174042.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold220, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
CM021207.1,204.5,10697868,10698200,"CM021207.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 16, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
NW_004444018.1,204.3,4983478,4983814,"NW_004444018.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00082, whole genome shotgun sequence",Trichechus manatus latirostris,127582
CM025100.1,204,75081475,75081144,"CM025100.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 1, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
QWLN02010172.1,203.1,890032,890364,"QWLN02010172.1 Sousa chinensis isolate MY-2018 scaffold365.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
NW_022098059.1,202.8,1343154,1343486,"NW_022098059.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold68, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
NW_018327618.1,202.7,25840,26172,"NW_018327618.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold1062, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
NW_020356628.1,202.6,2546737,2546405,"NW_020356628.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold194, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
NW_004450606.1,202,1112837,1112505,"NW_004450606.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold343, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
NW_006795104.1,200.4,283057,282734,"NW_006795104.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold917, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
NC_047039.1,199.9,33000123,32999791,"NC_047039.1 Tursiops truncatus isolate mTurTru1 chromosome 6, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
PVHU020012513.1,199.9,9064842,9065169,"PVHU020012513.1 Moschus moschiferus isolate BS20 Scw3uUT_12431;HRSCAF=108580_1, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
CM025457.1,199.5,74854097,74853766,"CM025457.1 Canis lupus dingo isolate Sandy chromosome 1, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
NW_025421506.1,198.4,1617349,1617681,"NW_025421506.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00000876_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
RWIC01001017.1,198.3,100066,100397,"RWIC01001017.1 Monodon monoceros isolate MVW Scaffold1017, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
JACASE010000003.1,197.9,34049748,34049420,"JACASE010000003.1 Rousettus aegyptiacus isolate mRouAeg1 scaffold_m13_p_3, whole genome shotgun sequence",Rousettus aegyptiacus (Egyptian rousette),9407
CM018486.1,197.8,74386456,74386124,"CM018486.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 11, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
JABWUV010000012.1,197.6,31433284,31432952,"JABWUV010000012.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_12, whole genome shotgun sequence",Myotis myotis,51298
NW_017732196.1,196.3,79564,79232,"NW_017732196.1 Hipposideros armiger isolate ML-2016 unplaced genomic scaffold, ASM189008v1, whole genome shotgun sequence",Hipposideros armiger,186990
NC_058415.1,194.7,25528671,25529004,"NC_058415.1 Neomonachus schauinslandi chromosome 13, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
JACASF010000014.1,193.4,38823517,38823186,"JACASF010000014.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_14, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
KB104222.1,192.8,692728,693060,"KB104222.1 Myotis davidii unplaced genomic scaffold scaffold556, whole genome shotgun sequence",Myotis davidii,225400
NW_019154117.1,190.9,23295973,23296305,"NW_019154117.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold33, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
CM016696.1,190.8,13780672,13780998,"CM016696.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 7, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
DS562866.1,188.2,17129470,17129123,"Cavia porcellus supercont2_11 genomic scaffold, whole genome shotgun sequence.",Cavia porcellus (Domestic guinea pig),10141
NW_006921592.1,186.2,20679179,20679502,"NW_006921592.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00005, whole genome shotgun sequence",Orycteropus afer afer,1230840
NW_012267353.1,182,1921870,1922219,"NW_012267353.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold137, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
KL203789.1,180.8,1486561,1486905,"KL203789.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold704, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
NW_020339908.1,178.4,26478713,26478381,"NW_020339908.1 Puma concolor isolate SC36_Marlon unplaced genomic scaffold, PumCon1.0 scaffold_834, whole genome shotgun sequence",Puma concolor (puma),9696
CM001583.2,176.8,34883203,34882871,"Ovis aries breed Texel chromosome 2, whole genome shotgun sequence.",Ovis aries (sheep),9940
JH166612.1,169.5,2893721,2893381,"JH166612.1 Heterocephalus glaber unplaced genomic scaffold scaffold891, whole genome shotgun sequence",Heterocephalus glaber (naked mole-rat),10181
JH721892.1,167.6,2629836,2629487,"JH721892.1 Chinchilla lanigera unplaced genomic scaffold scaffold00031, whole genome shotgun sequence",Chinchilla lanigera,34839
NW_006408862.1,167.4,1796949,1796623,"NW_006408862.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00344, whole genome shotgun sequence",Chrysochloris asiatica,185453
CM000821.5,165.1,30427916,30427591,"CM000821.5 Sus scrofa isolate TJ Tabasco breed Duroc chromosome 10, whole genome shotgun sequence",Sus scrofa (pig),9823
PVHT021183661.1,164.9,4270843,4270494,"PVHT021183661.1 Catagonus wagneri isolate BS18 Sc2sB16_1185017;HRSCAF=1231724, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
CM026990.1,156.6,5868405,5868098,"CM026990.1 Rattus norvegicus strain BN/NHsdMcwi chromosome 17, whole genome shotgun sequence",Rattus norvegicus (Norway rat),10116
NW_004524687.1,153.9,7788280,7787924,"NW_004524687.1 Octodon degus isolate 3935 unplaced genomic scaffold, OctDeg1.0 scaffold00111, whole genome shotgun sequence",Octodon degus (degu),10160
KN123827.1,150.1,2523239,2522903,"KN123827.1 Fukomys damarensis unplaced genomic scaffold scaffold543, whole genome shotgun sequence",Fukomys damarensis (Damara mole-rat),885580
JAGFMF010011802.1,150,1842897,1843230,"JAGFMF010011802.1 Galemys pyrenaicus isolate IBE-C5619 2611482, whole genome shotgun sequence",Galemys pyrenaicus,202257
CM017341.2,149.4,25587516,25587851,"CM017341.2 Lynx canadensis isolate LIC74 chromosome D4, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
NW_011494713.1,146.6,1755252,1754798,"NW_011494713.1 Bison bison bison isolate TAMUID 2011002044 unplaced genomic scaffold, Bison_UMD1.0 scf7180017864141, whole genome shotgun sequence",Bison bison bison (north american plains bison),43346
JACAGB010000012.1,144.2,20826419,20826080,"JACAGB010000012.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_12, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
GL018728.1,134.9,1682462,1682761,"Oryctolagus cuniculus unplaced genomic scaffold chrUn0030, whole genome shotgun sequence.",Oryctolagus cuniculus (rabbit),9986
QGOO02000008.1,134.6,60571438,60571131,"QGOO02000008.1 Mus spicilegus strain ZRU musp714_scaffold_00008b, whole genome shotgun sequence",Mus spicilegus (steppe mouse),10103
CM001006.3,132.3,58956225,58956532,"CM001006.3 Mus musculus chromosome 13, GRCm39 reference primary assembly C57BL/6J",Mus musculus (house mouse),10090
NW_011516693.1,129.8,2667263,2667486,"NW_011516693.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold185, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
NC_040905.2,119.2,179266459,179266782,"NC_040905.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 3, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
NW_006501203.1,117.2,581707,582008,"NW_006501203.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold167, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
JH725536.1,103.7,272703,273060,"JH725536.1 Jaculus jaculus unplaced genomic scaffold scaffold00100, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
LZPO01066282.1,103.3,17206,16905,"Neotoma lepida isolate 417 scaffold_441, whole genome shotgun sequence.",Neotoma lepida (desert woodrat),56216
NW_004801686.1,98,5085436,5085746,"NW_004801686.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold00083, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
JAATJU010024800.1,96,3111060,3110758,"JAATJU010024800.1 Microtus ochrogaster isolate LTLLF scaffold53, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
NW_007022635.1,63.2,155894,156030,"NW_007022635.1 Carlito syrichta isolate Samal-C Ts95f unplaced genomic scaffold, Tarsius_syrichta-2.0.1 Scaffold78539, whole genome shotgun sequence",Carlito syrichta (Philippine tarsier),1868482
NW_006804301.1,56.4,44875,44585,"NW_006804301.1 Erinaceus europaeus isolate Erinaceus europaeus_13Jul2011 unplaced genomic scaffold, EriEur2.0 scaffold00378, whole genome shotgun sequence",Erinaceus europaeus (western European hedgehog),9365
NTJE010216970.1,46.7,1911,1737,"NTJE010216970.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_240795, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
LSRQ01006701.1,44.6,5781,6093,"Ananas comosus cultivar MD2 ACMD2_Scaffold_6701, whole genome shotgun sequence.",Ananas comosus (pineapple),4615
LSRQ01001850.1,44.3,49500,49796,"Ananas comosus cultivar MD2 ACMD2_Scaffold_1850, whole genome shotgun sequence.",Ananas comosus (pineapple),4615
LSRQ01000061.1,44.2,161453,161765,"Ananas comosus cultivar MD2 ACMD2_Scaffold_61, whole genome shotgun sequence.",Ananas comosus (pineapple),4615
LSRQ01000227.1,44.2,28285,27973,"Ananas comosus cultivar MD2 ACMD2_Scaffold_227, whole genome shotgun sequence.",Ananas comosus (pineapple),4615
LSRQ01004254.1,44.2,5129,4817,"Ananas comosus cultivar MD2 ACMD2_Scaffold_4254, whole genome shotgun sequence.",Ananas comosus (pineapple),4615
CM004387.2,42,13474412,13474093,"CM004387.2 Manihot esculenta cultivar AM560-2 chromosome 1, whole genome shotgun sequence",Manihot esculenta (cassava),3983
LSRQ01002900.1,41.4,15461,15718,"Ananas comosus cultivar MD2 ACMD2_Scaffold_2900, whole genome shotgun sequence.",Ananas comosus (pineapple),4615
