accession,bits_score,start,end,description,species,tax_id
NW_020356569.1,533.4,5407101,5407690,"NW_020356569.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold135, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
JACASF010000010.1,527,4593298,4593905,"JACASF010000010.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_10, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
QVIC01000500.1,526.4,192753,193360,"QVIC01000500.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_499, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JH378157.1,519.3,10360627,10361269,"JH378157.1 Saimiri boliviensis boliviensis unplaced genomic scaffold scaffold00053, whole genome shotgun sequence",Saimiri boliviensis boliviensis (Bolivian squirrel monkey),39432
JAATJV010287499.1,515.9,130143,129538,"JAATJV010287499.1 Sciurus carolinensis isolate SUZIE scaffold2270, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
CM016638.2,511.7,59744102,59743503,"CM016638.2 Camelus dromedarius isolate Drom800 breed African chromosome 12, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
NW_004443963.1,510.9,17622744,17622153,"NW_004443963.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00027, whole genome shotgun sequence",Trichechus manatus latirostris,127582
LR738615.1,506,172156680,172156075,"LR738615.1 Sciurus vulgaris genome assembly, chromosome: 5",Sciurus vulgaris (Eurasian red squirrel),55149
NW_006921670.1,506,3373394,3372802,"NW_006921670.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00083, whole genome shotgun sequence",Orycteropus afer afer,1230840
NW_006804026.1,505.6,911923,912539,"NW_006804026.1 Erinaceus europaeus isolate Erinaceus europaeus_13Jul2011 unplaced genomic scaffold, EriEur2.0 scaffold00103, whole genome shotgun sequence",Erinaceus europaeus (western European hedgehog),9365
NW_004524640.1,504.4,10986303,10985713,"NW_004524640.1 Octodon degus isolate 3935 unplaced genomic scaffold, OctDeg1.0 scaffold00064, whole genome shotgun sequence",Octodon degus (degu),10160
CM021915.1,503.9,204383806,204384412,"CM021915.1 Callithrix jacchus isolate mCalJac1 chromosome 1, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
MPIZ01000258.1,502.7,2612290,2612898,"MPIZ01000258.1 Prolemur simus strain KIAN8.4 scaffold258, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
JH725438.1,499.6,64764370,64763757,"JH725438.1 Jaculus jaculus unplaced genomic scaffold scaffold00002, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
DS562883.1,495.1,23256150,23255558,"Cavia porcellus supercont2_28 genomic scaffold, whole genome shotgun sequence.",Cavia porcellus (Domestic guinea pig),10141
CM021915.1,483.8,200897644,200898270,"CM021915.1 Callithrix jacchus isolate mCalJac1 chromosome 1, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
KB030944.1,469.5,4905916,4906542,"KB030944.1 Pteropus alecto unplaced genomic scaffold scaffold157, whole genome shotgun sequence",Pteropus alecto (black flying fox),9402
GL010100.1,468.4,6284837,6285432,"Loxodonta africana unplaced genomic scaffold scaffold_73, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
QWLN02002670.1,465.8,589,133,"QWLN02002670.1 Sousa chinensis isolate MY-2018 scaffold4326.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
CM000793.1,463.8,84239023,84239645,"Oryctolagus cuniculus chromosome 4, whole genome shotgun sequence.",Oryctolagus cuniculus (rabbit),9986
GL873526.1,459.9,8939242,8939814,"Otolemur garnettii unplaced genomic scaffold scaffold00007, whole genome shotgun sequence.",Otolemur garnettii (small-eared galago),30611
NC_040904.2,457.1,210738906,210738257,"NC_040904.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 2, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
MCGX01019226.1,455.5,1,408,"MCGX01019226.1 Rhinopithecus bieti isolate Rb0 scaffold_57898, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
CM021213.1,455,48023487,48022568,"CM021213.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 22, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
CYRY02040405.1,450.4,1,467,"CYRY02040405.1 Gulo gulo genome assembly, contig: scaffold52933, whole genome shotgun sequence",Gulo gulo (wolverine),48420
JAGFMF010011640.1,421.8,1569801,1570378,"JAGFMF010011640.1 Galemys pyrenaicus isolate IBE-C5619 2611320, whole genome shotgun sequence",Galemys pyrenaicus,202257
NW_006408594.1,418.6,2148892,2149486,"NW_006408594.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00076, whole genome shotgun sequence",Chrysochloris asiatica,185453
KL204176.1,412.9,854751,855641,"KL204176.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold445, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
JABWUV010000003.1,405.7,207906462,207905837,"JABWUV010000003.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_3, whole genome shotgun sequence",Myotis myotis,51298
GL430476.1,402.1,63318,62691,"Myotis lucifugus unplaced genomic scaffold scaffold_709, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
NTJE011156527.1,398.7,381,1,"NTJE011156527.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_1586722, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
NW_006501150.1,387.3,1777068,1776575,"NW_006501150.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold114, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
JAULJE010000007.1,386.5,102694889,102694276,"JAULJE010000007.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_7, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
JH393302.1,366.4,2353550,2354210,"JH393302.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00024, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CM008029.1,362.2,12413213,12413673,"CM008029.1 Cervus elaphus hippelaphus isolate Hungarian chromosome 22, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
JAATJU010009100.1,343.9,2331028,2330686,"JAATJU010009100.1 Microtus ochrogaster isolate LTLLF scaffold14, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
JH167581.1,328.7,1433329,1432857,"JH167581.1 Heterocephalus glaber unplaced genomic scaffold scaffold1292, whole genome shotgun sequence",Heterocephalus glaber (naked mole-rat),10181
VOAJ01015492.1,306.6,1,305,"VOAJ01015492.1 Crocuta crocuta isolate KB4526 C27014934, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
NW_020174935.1,297.3,2214843,2214570,"NW_020174935.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold473, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
JH721873.1,280.1,25167034,25166570,"JH721873.1 Chinchilla lanigera unplaced genomic scaffold scaffold00012, whole genome shotgun sequence",Chinchilla lanigera,34839
JACAGB010000003.1,261.5,1624402,1625020,"JACAGB010000003.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_3, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
NW_012267295.1,231.1,2881616,2882245,"NW_012267295.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold79, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
JH881533.1,226.7,594102,593796,"JH881533.1 Bos grunniens mutus unplaced genomic scaffold scaffold1165_2, whole genome shotgun sequence",Bos grunniens mutus,72004
KE162874.1,185.4,52865,52206,"KE162874.1 Myotis brandtii unplaced genomic scaffold scaffold3045, whole genome shotgun sequence",Myotis brandtii,109478
KB116385.1,185,4033362,4034166,"KB116385.1 Myotis davidii unplaced genomic scaffold scaffold428, whole genome shotgun sequence",Myotis davidii,225400
KZ293992.1,134.8,2295213,2295872,"KZ293992.1 Spermophilus dauricus unplaced genomic scaffold scaffold269, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CM016980.1,67.6,8718580,8718687,"CM016980.1 Suricata suricatta isolate VVHF042 chromosome 10, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
MCGX01017860.1,40.8,178183,177495,"MCGX01017860.1 Rhinopithecus bieti isolate Rb0 scaffold_51734, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
CAJNJA010057966.1,35.2,2198,2371,"CAJNJA010057966.1 Symbiodinium necroappetens genome assembly, contig: Snec_CCMP2469.scaffold58041, whole genome shotgun sequence",Symbiodinium necroappetens,1628268
