accession,bits_score,start,end,description,species,tax_id
CM014228.1,285.4,13055361,13055669,"CM014228.1 Rhinolophus ferrumequinum isolate MPI-CBG mRhiFer1 chromosome 3, whole genome shotgun sequence",Rhinolophus ferrumequinum (greater horseshoe bat),59479
NW_021146656.1,285.4,21961,21653,"NW_021146656.1 Physeter catodon isolate SW-GA unplaced genomic scaffold, ASM283717v5 random_1084, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
JACASF010000008.1,285.3,14795049,14795357,"JACASF010000008.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_8, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
NW_020312965.1,285.1,26036155,26035847,"NW_020312965.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold239, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
NW_004450620.1,285,2042050,2042358,"NW_004450620.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold357, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
CAAGRJ010036555.1,284.5,1279692,1279384,"CAAGRJ010036555.1 Lynx pardinus genome assembly, contig: lp23s31305, whole genome shotgun sequence",Lynx pardinus (Spanish lynx),191816
CM001382.3,284.5,44507709,44508017,"Felis catus isolate Cinnamon breed Abyssinian chromosome B2, whole genome shotgun sequence.",Felis catus (domestic cat),9685
CM017333.1,284.5,42061770,42062078,"CM017333.1 Lynx canadensis isolate LIC74 chromosome B2, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
CM018465.1,284.5,10010918,10011226,"CM018465.1 Panthera leo isolate Brooke chromosome B3, whole genome shotgun sequence",Panthera leo (lion),9689
NW_020339445.1,284.5,109259552,109259244,"NW_020339445.1 Puma concolor isolate SC36_Marlon unplaced genomic scaffold, PumCon1.0 scaffold_417, whole genome shotgun sequence",Puma concolor (puma),9696
NW_020834738.1,284.5,108467249,108466941,"NW_020834738.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold12, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
NW_020356442.1,284.4,9909520,9909828,"NW_020356442.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold8, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
NW_019154101.1,282.8,4867898,4867587,"NW_019154101.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold17, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
CM016646.2,282.8,11461854,11461546,"CM016646.2 Camelus dromedarius isolate Drom800 breed African chromosome 20, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
LR738617.1,282.7,114124176,114123868,"LR738617.1 Sciurus vulgaris genome assembly, chromosome: 7",Sciurus vulgaris (Eurasian red squirrel),55149
NW_017731422.1,281.5,2620630,2620322,"NW_017731422.1 Hipposideros armiger isolate ML-2016 unplaced genomic scaffold, ASM189008v1, whole genome shotgun sequence",Hipposideros armiger,186990
VOAJ01003278.1,280.5,5056574,5056266,"VOAJ01003278.1 Crocuta crocuta isolate KB4526 scaffold44, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
CAJHUB010000680.1,279.9,12221094,12221402,"CAJHUB010000680.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro710, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
KB031158.1,279.9,40565772,40565464,"KB031158.1 Pteropus alecto unplaced genomic scaffold scaffold7, whole genome shotgun sequence",Pteropus alecto (black flying fox),9402
NW_011888799.1,279.9,6640509,6640817,"NW_011888799.1 Pteropus vampyrus isolate Shadow unplaced genomic scaffold, Pvam_2.0 Scaffold18, whole genome shotgun sequence",Pteropus vampyrus (large flying fox),132908
NW_025422123.1,278.2,10439233,10439541,"NW_025422123.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00003983_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
JAATJV010145630.1,278,1815176,1815484,"JAATJV010145630.1 Sciurus carolinensis isolate SUZIE scaffold11196, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
PVHT021183523.1,277.5,19064684,19064376,"PVHT021183523.1 Catagonus wagneri isolate BS18 Sc2sB16_1184897;HRSCAF=1231604_0, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
JACASE010000001.1,276.4,100140191,100140499,"JACASE010000001.1 Rousettus aegyptiacus isolate mRouAeg1 scaffold_m13_p_1, whole genome shotgun sequence",Rousettus aegyptiacus (Egyptian rousette),9407
NW_021994426.1,275.9,122,430,"NW_021994426.1 Vicugna pacos isolate Carlotta (AHFN-0088) unplaced genomic scaffold, VicPac3.1 ScfyRBE_37194;HRSCAF=38934, whole genome shotgun sequence",Vicugna pacos (alpaca),30538
CABDUW010000108.1,275.3,2308316,2308008,"CABDUW010000108.1 Marmota monax genome assembly, contig: monax5_s00108, whole genome shotgun sequence",Marmota monax (woodchuck),9995
QVIC01000139.1,274.2,115633,115941,"QVIC01000139.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_138, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JABWUV010000007.1,273.7,85196103,85195792,"JABWUV010000007.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_7, whole genome shotgun sequence",Myotis myotis,51298
CM016977.1,273.2,40433001,40433309,"CM016977.1 Suricata suricatta isolate VVHF042 chromosome 7, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
CZRN02000141.1,270.5,11260598,11260906,"CZRN02000141.1 Marmota marmota marmota genome assembly, contig: chr17_part2, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
MPIZ01000351.1,268.7,3370666,3370974,"MPIZ01000351.1 Prolemur simus strain KIAN8.4 scaffold351, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
NC_040906.2,268.5,116503827,116504135,"NC_040906.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 4, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
JAULJE010000010.1,268.4,85602430,85602119,"JAULJE010000010.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_10, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
FNWR01000051.1,267.6,3385127,3384816,"FNWR01000051.1 Neovison vison genome assembly, contig: scaffold51, whole genome shotgun sequence",Neovison vison,452646
KQ019388.1,266.4,806143,805835,"KQ019388.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold158, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
JH393286.1,265.6,16260431,16260123,"JH393286.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00008, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CYRY02022544.1,264.9,153557,153243,"CYRY02022544.1 Gulo gulo genome assembly, contig: scaffold3058, whole genome shotgun sequence",Gulo gulo (wolverine),48420
JAGFMF010011803.1,263.5,7539908,7539600,"JAGFMF010011803.1 Galemys pyrenaicus isolate IBE-C5619 2611483, whole genome shotgun sequence",Galemys pyrenaicus,202257
CM007666.1,260.3,16841916,16841608,"CM007666.1 Microcebus murinus isolate mixed chromosome 6, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
NW_006408556.1,255.2,15200623,15200934,"NW_006408556.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00038, whole genome shotgun sequence",Chrysochloris asiatica,185453
CM025111.1,249.2,12693075,12693395,"CM025111.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 12, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
CM025468.1,249.2,12329973,12330293,"CM025468.1 Canis lupus dingo isolate Sandy chromosome 12, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
CM021942.1,246.9,125604301,125604002,"CM021942.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome 4, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
GL010027.1,246.7,120781814,120781500,"Loxodonta africana unplaced genomic scaffold scaffold_0, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
CM000801.1,246.3,33200308,33200628,"Oryctolagus cuniculus chromosome 12, whole genome shotgun sequence.",Oryctolagus cuniculus (rabbit),9986
CM003389.1,244,44650610,44650918,"CM003389.1 Pan paniscus isolate Ulindi chromosome 6, whole genome shotgun sequence",Pan paniscus (pygmy chimpanzee),9597
NW_004444001.1,231,9325867,9326178,"NW_004444001.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00065, whole genome shotgun sequence",Trichechus manatus latirostris,127582
JH725437.1,225,67628899,67628570,"JH725437.1 Jaculus jaculus unplaced genomic scaffold scaffold00001, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
JACAGB010000005.1,224.4,73268343,73268026,"JACAGB010000005.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_5, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
NW_006921621.1,224.3,14636799,14636491,"NW_006921621.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00034, whole genome shotgun sequence",Orycteropus afer afer,1230840
NW_024425452.1,220.2,3198780,3199079,"NW_024425452.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_29, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
GL873550.1,215.9,14291297,14291605,"Otolemur garnettii unplaced genomic scaffold scaffold00031, whole genome shotgun sequence.",Otolemur garnettii (small-eared galago),30611
NW_011544912.1,213.6,3790452,3790760,"NW_011544912.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold145, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
NW_012267260.1,211.6,7431394,7431092,"NW_012267260.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold44, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
GL430085.1,182.5,1270098,1270414,"Myotis lucifugus unplaced genomic scaffold scaffold_318, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
