accession,bits_score,start,end,description,species,tax_id
CM021951.1,316,92402300,92401973,"CM021951.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome 13, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
CM014348.1,315.6,92967179,92966852,"CM014348.1 Macaca mulatta isolate AG07107 chromosome 13, whole genome shotgun sequence",Macaca mulatta (Rhesus monkey),9544
NW_022436971.1,312.8,9780738,9780415,"NW_022436971.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold31, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
KZ294801.1,312.7,342911,342586,"KZ294801.1 Spermophilus dauricus unplaced genomic scaffold scaffold42, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
KV389427.1,309.5,7625593,7625916,"KV389427.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold1, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
KZ208092.1,307.1,2007990,2007671,"KZ208092.1 Aotus nancymaae isolate 86115 unplaced genomic scaffold Scaffold88.48, whole genome shotgun sequence",Aotus nancymaae (Ma's night monkey),37293
CM021928.1,283.9,97120533,97120234,"CM021928.1 Callithrix jacchus isolate mCalJac1 chromosome 14, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
GL873541.1,262.3,7849673,7850004,"Otolemur garnettii unplaced genomic scaffold scaffold00022, whole genome shotgun sequence.",Otolemur garnettii (small-eared galago),30611
KQ023847.1,259.6,7620278,7619954,"KQ023847.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold41, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
MPIZ01000392.1,257,6661691,6661367,"MPIZ01000392.1 Prolemur simus strain KIAN8.4 scaffold392, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
CM007668.1,253.5,145417768,145417444,"CM007668.1 Microcebus murinus isolate mixed chromosome 8, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
JACDTQ010002593.1,242.3,13165646,13165965,"JACDTQ010002593.1 Diceros bicornis minor isolate SBR-YM ScS9zPn_2593, whole genome shotgun sequence",Diceros bicornis minor,77932
MPIZ01001082.1,241.7,503882,504199,"MPIZ01001082.1 Prolemur simus strain KIAN8.4 scaffold1082, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
NW_007249404.1,241,319728,320050,"NW_007249404.1 Carlito syrichta isolate Samal-C Ts95f unplaced genomic scaffold, Tarsius_syrichta-2.0.1 Scaffold305308, whole genome shotgun sequence",Carlito syrichta (Philippine tarsier),1868482
CM000814.5,241,121547935,121547614,"CM000814.5 Sus scrofa isolate TJ Tabasco breed Duroc chromosome 3, whole genome shotgun sequence",Sus scrofa (pig),9823
LR738625.1,237.2,87293663,87293338,"LR738625.1 Sciurus vulgaris genome assembly, chromosome: 14",Sciurus vulgaris (Eurasian red squirrel),55149
JAATJV010444500.1,236.4,1230810,1231135,"JAATJV010444500.1 Sciurus carolinensis isolate SUZIE scaffold898, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
CM014238.1,230.9,61752061,61751741,"CM014238.1 Rhinolophus ferrumequinum isolate MPI-CBG mRhiFer1 chromosome 13, whole genome shotgun sequence",Rhinolophus ferrumequinum (greater horseshoe bat),59479
KB320448.1,230.9,2996527,2996204,"KB320448.1 Tupaia chinensis unplaced genomic scaffold Scaffold000045_1, whole genome shotgun sequence",Tupaia chinensis (Chinese tree shrew),246437
NW_020312817.1,230.7,12557973,12558292,"NW_020312817.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold75, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
PVHU020005307.1,230.7,1332362,1332691,"PVHU020005307.1 Moschus moschiferus isolate BS20 Scw3uUT_5234;HRSCAF=93667_1, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
NC_058412.1,230.4,11882441,11882761,"NC_058412.1 Neomonachus schauinslandi chromosome 10, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
CZRN02000136.1,228.8,49507392,49507077,"CZRN02000136.1 Marmota marmota marmota genome assembly, contig: chr17_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
CM021202.1,228.4,80853054,80852714,"CM021202.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 11, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
NW_006385044.1,228.2,162342,162020,"NW_006385044.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold02004, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
CM008018.1,227.7,32171122,32171462,"CM008018.1 Cervus elaphus hippelaphus isolate Hungarian chromosome 11, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
CM022822.1,227.5,132728081,132727759,"CM022822.1 Ailuropoda melanoleuca isolate Jingjing chromosome 4, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
CAAGRJ010017203.1,226.6,1027716,1027391,"CAAGRJ010017203.1 Lynx pardinus genome assembly, contig: lp23s26108, whole genome shotgun sequence",Lynx pardinus (Spanish lynx),191816
NW_004451116.1,226.6,715016,714699,"NW_004451116.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold853, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
NW_018342841.1,225.9,3955884,3956221,"NW_018342841.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold9, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
NW_024426774.1,224.6,11753135,11753458,"NW_024426774.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_6, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
NW_024426774.1,224.6,11754996,11755319,"NW_024426774.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_6, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
CABDUW010000805.1,224.6,764895,764580,"CABDUW010000805.1 Marmota monax genome assembly, contig: monax5_s00805, whole genome shotgun sequence",Marmota monax (woodchuck),9995
JH880671.1,224.6,2257669,2257323,"JH880671.1 Bos grunniens mutus unplaced genomic scaffold scaffold356_1, whole genome shotgun sequence",Bos grunniens mutus,72004
NW_019154119.1,224.4,11294943,11294615,"NW_019154119.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold35, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
NC_045797.1,223.7,78859485,78859151,"NC_045797.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 13, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
NW_017872619.1,223.7,141212,141519,"NW_017872619.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_3292, whole genome shotgun sequence",Castor canadensis (American beaver),51338
QVIC01000001.1,223.7,16657605,16657289,"QVIC01000001.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_0, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
LZNR01004504.1,223.6,46378,46701,"LZNR01004504.1 Ursus americanus isolate MABB319796 Contig4508, whole genome shotgun sequence",Ursus americanus (American black bear),9643
CM016698.1,223.5,108129269,108128923,"CM016698.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 9, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
JH393303.1,223.3,14622989,14622674,"JH393303.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00025, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
NC_047047.1,223.2,77165219,77164885,"NC_047047.1 Tursiops truncatus isolate mTurTru1 chromosome 14, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
CM018480.1,223.1,23321291,23321628,"CM018480.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 3, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
CM008178.2,222.4,82412527,82412179,"CM008178.2 Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome 11, whole genome shotgun sequence",Bos taurus (cattle),9913
CM011784.1,222.4,82047459,82047111,"CM011784.1 Bos indicus x Bos taurus breed Angus x Brahman F1 hybrid chromosome 11, whole genome shotgun sequence",Bos indicus x Bos taurus (hybrid cattle),30522
QWLN02009379.1,222.2,19555833,19555499,"QWLN02009379.1 Sousa chinensis isolate MY-2018 scaffold4.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
RWIC01000817.1,222.2,634795,635129,"RWIC01000817.1 Monodon monoceros isolate MVW Scaffold816, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
CM018168.1,222.1,11672139,11672473,"CM018168.1 Phocoena sinus isolate mPhoSin1 chromosome 13, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
NTJE010902286.1,222.1,675,341,"NTJE010902286.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_1123953, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
NW_017886741.1,221.4,242120,241818,"NW_017886741.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_17415, whole genome shotgun sequence",Castor canadensis (American beaver),51338
CM016641.2,220.7,10448161,10448492,"CM016641.2 Camelus dromedarius isolate Drom800 breed African chromosome 15, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
NW_011511600.1,220.7,2974913,2975244,"NW_011511600.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold192, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
NW_020834765.1,220.6,12015406,12015730,"NW_020834765.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold39, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
KZ294638.1,219.7,295607,295923,"KZ294638.1 Spermophilus dauricus unplaced genomic scaffold scaffold2745, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CM017331.1,218.8,127902895,127902571,"CM017331.1 Lynx canadensis isolate LIC74 chromosome A3, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
CM004572.1,218.7,82143464,82143120,"CM004572.1 Capra hircus breed San Clemente chromosome 11, whole genome shotgun sequence",Capra hircus (goat),9925
CM009162.1,218.6,79856483,79856164,"CM009162.1 Equus caballus isolate Twilight breed thoroughbred chromosome 15, whole genome shotgun sequence",Equus caballus (horse),9796
NW_022098029.1,218.3,32775276,32774942,"NW_022098029.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold38, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
NW_021964185.1,216.9,10239761,10240092,"NW_021964185.1 Vicugna pacos isolate Carlotta (AHFN-0088) chromosome 15 unlocalized genomic scaffold, VicPac3.1 ScfyRBE_46;HRSCAF=353, whole genome shotgun sequence",Vicugna pacos (alpaca),30538
CM027695.2,216.7,13085809,13086128,"CM027695.2 Equus asinus breed Dezhou chromosome 6, whole genome shotgun sequence",Equus asinus (ass),9793
CM016974.1,216.1,153771580,153771262,"CM016974.1 Suricata suricatta isolate VVHF042 chromosome 4, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
CM001380.3,215.9,130967942,130967607,"Felis catus isolate Cinnamon breed Abyssinian chromosome A3, whole genome shotgun sequence.",Felis catus (domestic cat),9685
NW_006798979.1,214.3,1209210,1208876,"NW_006798979.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold604, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
NW_017731350.1,213.8,11080761,11080442,"NW_017731350.1 Hipposideros armiger isolate ML-2016 unplaced genomic scaffold, ASM189008v1, whole genome shotgun sequence",Hipposideros armiger,186990
NW_004443959.1,211.7,1832075,1831732,"NW_004443959.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00023, whole genome shotgun sequence",Trichechus manatus latirostris,127582
CYRY02008410.1,206.1,273942,273593,"CYRY02008410.1 Gulo gulo genome assembly, contig: scaffold1757, whole genome shotgun sequence",Gulo gulo (wolverine),48420
NW_011494879.1,205.8,10833584,10833929,"NW_011494879.1 Bison bison bison isolate TAMUID 2011002044 unplaced genomic scaffold, Bison_UMD1.0 scf7180017864307, whole genome shotgun sequence",Bison bison bison (north american plains bison),43346
NW_017887294.1,205.3,29295,29618,"NW_017887294.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_17968, whole genome shotgun sequence",Castor canadensis (American beaver),51338
JACASF010000015.1,205.2,8111606,8111924,"JACASF010000015.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_15, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
CM016698.1,204.3,108130222,108129886,"CM016698.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 9, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
FNWR01000008.1,204.1,15335865,15335535,"FNWR01000008.1 Neovison vison genome assembly, contig: scaffold8, whole genome shotgun sequence",Neovison vison,452646
GL010047.1,203.7,26575542,26575884,"Loxodonta africana unplaced genomic scaffold scaffold_20, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
PVHT021183518.1,202.9,3551171,3551505,"PVHT021183518.1 Catagonus wagneri isolate BS18 Sc2sB16_1184894;HRSCAF=1231601_1, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
NC_041225.1,199.1,36764047,36763711,"NC_041225.1 Physeter catodon isolate SW-GA chromosome 12, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
NW_025421485.1,198.6,837834,837498,"NW_025421485.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00000813_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
NW_006408534.1,194.5,32388523,32388178,"NW_006408534.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00016, whole genome shotgun sequence",Chrysochloris asiatica,185453
JACASE010000007.1,193.5,7055440,7055753,"JACASE010000007.1 Rousettus aegyptiacus isolate mRouAeg1 scaffold_m13_p_7, whole genome shotgun sequence",Rousettus aegyptiacus (Egyptian rousette),9407
CM025116.1,190.8,11849612,11849951,"CM025116.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 17, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
CM025473.1,190.8,11731417,11731756,"CM025473.1 Canis lupus dingo isolate Sandy chromosome 17, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
CAJHUB010000677.1,183.1,11609755,11610100,"CAJHUB010000677.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro708, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
NC_040908.2,177.8,6669833,6670151,"NC_040908.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 6, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
JAULJE010000017.1,167.4,57001633,57001312,"JAULJE010000017.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_17, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
NW_006921774.1,164.8,1702687,1703031,"NW_006921774.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00187, whole genome shotgun sequence",Orycteropus afer afer,1230840
CM018463.1,164.1,12073971,12074298,"CM018463.1 Panthera leo isolate Brooke chromosome B1, whole genome shotgun sequence",Panthera leo (lion),9689
NW_011888809.1,163.4,8481297,8480990,"NW_011888809.1 Pteropus vampyrus isolate Shadow unplaced genomic scaffold, Pvam_2.0 Scaffold28, whole genome shotgun sequence",Pteropus vampyrus (large flying fox),132908
VOAJ01024670.1,161.8,10692675,10693027,"VOAJ01024670.1 Crocuta crocuta isolate KB4526 scaffold129, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
KB030580.1,161.7,8410416,8410723,"KB030580.1 Pteropus alecto unplaced genomic scaffold scaffold61, whole genome shotgun sequence",Pteropus alecto (black flying fox),9402
CM016641.2,156.4,10472608,10472823,"CM016641.2 Camelus dromedarius isolate Drom800 breed African chromosome 15, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
KE164570.1,153.2,1908670,1908990,"KE164570.1 Myotis brandtii unplaced genomic scaffold scaffold813, whole genome shotgun sequence",Myotis brandtii,109478
JABWUV010000014.1,153.1,50756662,50756341,"JABWUV010000014.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_14, whole genome shotgun sequence",Myotis myotis,51298
CM016641.2,152.8,10487491,10487818,"CM016641.2 Camelus dromedarius isolate Drom800 breed African chromosome 15, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
JH725519.1,151.9,355787,355493,"JH725519.1 Jaculus jaculus unplaced genomic scaffold scaffold00083, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
NW_020356542.1,146.9,603111,603422,"NW_020356542.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold108, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
NW_004801692.1,135.8,840739,841031,"NW_004801692.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold00089, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
LZPO01066287.1,132.7,359189,358895,"Neotoma lepida isolate 417 scaffold_475, whole genome shotgun sequence.",Neotoma lepida (desert woodrat),56216
CZRN02007476.1,131.5,20920,21243,"CZRN02007476.1 Marmota marmota marmota genome assembly, contig: scf347_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
JAATJU010020561.1,128.9,1980923,1981206,"JAATJU010020561.1 Microtus ochrogaster isolate LTLLF scaffold193, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
KL201914.1,127.4,1305859,1305583,"KL201914.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold1379, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
CABDUW010002224.1,123.3,201477,201154,"CABDUW010002224.1 Marmota monax genome assembly, contig: monax5_s02224, whole genome shotgun sequence",Marmota monax (woodchuck),9995
JAGFMF010011380.1,123.1,18676439,18676778,"JAGFMF010011380.1 Galemys pyrenaicus isolate IBE-C5619 2611060, whole genome shotgun sequence",Galemys pyrenaicus,202257
JH000328.1,121.1,762275,761984,"JH000328.1 Cricetulus griseus cell line CHO-K1 unplaced genomic scaffold scaffold2349, whole genome shotgun sequence",Cricetulus griseus (Chinese hamster),10029
KZ294109.1,119.9,3495383,3495703,"KZ294109.1 Spermophilus dauricus unplaced genomic scaffold scaffold1064, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CM026979.1,111.7,35722371,35722106,"CM026979.1 Rattus norvegicus strain BN/NHsdMcwi chromosome 6, whole genome shotgun sequence",Rattus norvegicus (Norway rat),10116
KZ208092.1,108.8,2009183,2008991,"KZ208092.1 Aotus nancymaae isolate 86115 unplaced genomic scaffold Scaffold88.48, whole genome shotgun sequence",Aotus nancymaae (Ma's night monkey),37293
CM001584.2,108.8,24079681,24079991,"Ovis aries breed Texel chromosome 3, whole genome shotgun sequence.",Ovis aries (sheep),9940
CM000315.3,108.4,16250477,16250669,"Pan troglodytes isolate Yerkes chimp pedigree #C0471 (Clint) chromosome 2A, whole genome shotgun sequence.",Pan troglodytes (chimpanzee),9598
CM000664.2,108.4,15940568,15940760,"Homo sapiens chromosome 2, GRCh38 reference primary assembly.",Homo sapiens (human),9606
CM001665.1,108.4,15640124,15640316,"Nomascus leucogenys chromosome 19, whole genome shotgun sequence.",Nomascus leucogenys (Northern white-cheeked gibbon),61853
CM003384.1,108.4,16058382,16058574,"CM003384.1 Pan paniscus isolate Ulindi chromosome 2A, whole genome shotgun sequence",Pan paniscus (pygmy chimpanzee),9597
CM009263.2,108.4,93199748,93199556,"CM009263.2 Pongo abelii isolate Susie chromosome 2A, whole genome shotgun sequence",Pongo abelii (Sumatran orangutan),9601
CM021928.1,108.4,97121730,97121538,"CM021928.1 Callithrix jacchus isolate mCalJac1 chromosome 14, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
FR853094.2,108.4,91511161,91510969,"Gorilla gorilla gorilla genomic chromosome, chr2A, whole genome shotgun sequence",Gorilla gorilla gorilla (western lowland gorilla),9595
QGOO02000007.1,108.4,9717211,9716943,"QGOO02000007.1 Mus spicilegus strain ZRU musp714_scaffold_00007b, whole genome shotgun sequence",Mus spicilegus (steppe mouse),10103
AXRT01414554.1,108.3,413,106,"AXRT01414554.1 Spermophilus dauricus C54738760_1, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
NW_006501114.1,106.8,1116307,1115999,"NW_006501114.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold78, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
KV389427.1,105.6,7624395,7624587,"KV389427.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold1, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
NW_022436971.1,105.6,9781936,9781744,"NW_022436971.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold31, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
CM001005.3,105,12990637,12990368,"CM001005.3 Mus musculus chromosome 12, GRCm39 reference primary assembly C57BL/6J",Mus musculus (house mouse),10090
KQ012486.1,105,20504071,20503876,"KQ012486.1 Cercocebus atys isolate FAK unplaced genomic scaffold Scaffold54, whole genome shotgun sequence",Cercocebus atys (sooty mangabey),9531
NW_020173416.1,104.3,1125460,1125584,"NW_020173416.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold398, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
CM009963.1,104.2,36267827,36268022,"CM009963.1 Theropithecus gelada isolate Dixy chromosome 13, whole genome shotgun sequence",Theropithecus gelada (gelada baboon),9565
CM018193.1,104.2,15678151,15678346,"CM018193.1 Papio anubis isolate 15944 chromosome 14, whole genome shotgun sequence",Papio anubis (Olive baboon),9555
CM021951.1,104.2,92403495,92403300,"CM021951.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome 13, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
KN980552.1,104.2,4921426,4921621,"KN980552.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold205, whole genome shotgun sequence",Colobus angolensis palliatus,336983
KQ004940.1,104.2,1719343,1719148,"KQ004940.1 Macaca nemestrina isolate M95218 unplaced genomic scaffold Scaffold130, whole genome shotgun sequence",Macaca nemestrina (pig-tailed macaque),9545
KN973230.1,103.8,5309861,5309666,"KN973230.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold122, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
KN973230.1,103.8,5311393,5311198,"KN973230.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold122, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
